Temperature,Salinity,DGM,ICE,WS,GEM,Lat
-0.820633333,30.71835,0.171545311,0.823140281,10.69867261,1.132666667,80.3
-0.779533333,30.34660833,0.1761824,0.842479597,10.0709801,1.154666667,80.3
-0.666216667,30.37094167,0.178157642,0.864883456,11.53352279,1.1818,80.2
-0.6506,30.19656667,0.173167689,0.815135825,13.07327042,1.214333333,80.1
-0.38665,30.04085,0.192055404,0.759967461,10.12328395,1.143333333,79.7
-0.3796,30.0991,0.218743193,0.759967461,11.481112,1.118166667,79.7
-0.42864,30.06902,0.196232572,0.756882144,10.82201744,1.122,79.7
-0.444125,30.07845,0.18483456,0.795592918,9.797990567,1.128166667,79.6
-0.43065,30.347675,0.191298022,0.85287881,11.35914785,1.127333333,79.5
-0.509133333,30.41990833,0.174927521,0.768064265,10.65641308,1.123333333,79.3
-0.193233333,30.53681667,0.166230038,0.754199696,9.940584217,1.1215,79.2
-0.55225,30.5486,0.180563675,0.701753328,9.0691496,1.115833333,79.2
-0.471171429,30.50205714,0.160111724,0.712985938,10.0228962,1.112666667,79.2
-0.60235,30.85230833,0.153809987,0.60417829,9.5323238,1.114,79.1
-0.657633333,30.69334167,0.13375762,0.483596283,9.592654667,1.101833333,78.9
-0.470508333,30.44188333,0.137965653,0.582228895,8.582022067,1.0795,78.8
-0.369791667,30.13779167,0.153393042,0.634426083,7.640163825,1.102666667,78.8
-0.358558333,30.09665,0.168989369,0.631001042,7.757885917,1.1184,78.8
-0.362783333,30.099575,0.165254159,0.631001042,8.196393075,1.107,78.8
-0.3598,30.10685833,0.160328765,0.631001042,7.4360282,1.115833333,78.8
-0.361766667,30.10335,0.153070447,0.677527599,6.753569417,1.114166667,78.8
-0.352233333,30.10369167,0.15654481,0.677527599,5.835480975,1.112,78.8
-0.355791667,30.10859167,0.1560521,0.677527599,5.198865217,1.120166667,78.8
-0.343566667,30.10343333,0.154624907,0.677527599,4.1889796,1.1182,78.8
-0.407,30.1024,0.156081194,0.677527599,2.8883835,1.107,78.8
-0.6035,30.13865,0.157422241,0.679385779,4.016315333,1.109166667,78.8
-0.102725,30.25584167,0.134247168,0.71693949,6.0562302,1.114,78.6
-0.560066667,29.59104167,0.149636228,0.710692417,6.395283667,1.108333333,78.5
0.585666667,29.61175,0.145013337,0.805818067,6.389907075,1.1135,78.4
0.7082,29.53781667,0.149725574,0.651700723,5.64117735,1.1175,78.4
-0.49509,29.50689,0.156810179,0.574568789,5.88525033,1.132666667,78.4
-0.557866667,29.54090833,0.150237383,0.496662494,6.809030025,1.109,78.3
-0.539525,29.64861667,0.14512313,0.513317517,6.535392833,1.109,78.1
-0.45425,29.803025,0.125034273,0.636896515,5.731853817,1.116333333,78.0
0.235083333,29.96396667,0.15057821,0.652106367,5.058165292,1.121,77.9
-0.435308333,29.91620833,0.136782088,0.642361309,4.6660869,1.115333333,77.9
-0.433875,29.9195,0.133929651,0.642361309,4.353345383,1.122666667,77.9
-0.42955,29.917075,0.142127358,0.653862525,4.498250675,1.124166667,77.9
-0.429216667,29.931125,0.140637818,0.653862525,4.317641333,1.1155,77.9
-0.424533333,29.95398333,0.151602346,0.653862525,4.462250275,1.1065,77.9
-0.4704,29.9974,0.160490137,0.653862525,7.1744364,1.032833333,77.9
-0.471141667,29.726375,0.136292493,0.670662357,7.906308617,1.027333333,77.8
-0.429566667,28.94648333,0.124914149,0.563803893,7.130604558,1.021,77.6
-0.417433333,29.06446667,0.124305174,0.586097843,5.751131308,1.0338,77.4
-0.473791667,29.20996667,0.131014339,0.707088307,6.323225408,1.047333333,77.3
-0.417142857,29.0458,0.123952483,0.420300402,6.296662543,1.049833333,77.1
-0.368,29.0864,0.132819674,0.246554557,7.02011055,1.041833333,77.1
-0.3889,28.9744,0.130280797,0.113776114,8.049800936,1.114666667,77.1
-0.393766667,28.90546667,0.119282917,0.085392419,9.0171832,1.107666667,77.0
-0.357275,28.839125,0.108982045,0.009829701,10.47264635,1.083166667,76.9
-0.294491667,28.59258333,0.109291531,0,10.23853533,1.059333333,76.9
-0.297275,28.46036667,0.098264981,0,9.532300333,1.044166667,76.8
-0.327233333,28.50311667,0.103058878,0,6.999152208,1.029333333,76.8
-0.376125,28.508525,0.100840037,0.148049197,6.408733942,1.025,76.8
-0.440175,28.30958333,0.11562421,0.233000085,6.129658467,1.043,76.7
-0.447091667,28.14901667,0.115778504,0.313733161,7.159061917,1.0585,76.6
-0.432483333,28.11485,0.127329227,0.227586752,6.195628267,1.070666667,76.5
-0.347341667,28.1651,0.094184237,0.013233196,6.171730992,1.073833333,76.5
-0.3415,28.2464,0.080937657,0.058393863,6.7490449,1.043166667,76.4
-0.34205,28.26273333,0.076890139,0.055721831,6.653395333,1.036333333,76.5
-0.36665,28.2487,0.075280832,0.265207873,7.47434815,1.021666667,76.5
0.12076,28.20594,0.090279789,0.314345748,7.2901458,1.018833333,76.5
-0.3218375,28.1981875,0.081591053,0.439155637,6.70910205,1.0515,76.5
-0.36312,28.23138,0.092836376,0.400190799,7.20981656,1.055333333,76.5
-0.340508333,28.3267,0.070016353,0.366677999,6.955624875,1.056166667,76.5
-0.3533,28.3529,0.058035808,0.356676132,6.32730785,0.968,76.5
-0.3463,28.311675,0.066302814,0.343635413,8.899981225,0.980166667,76.5
-0.349908333,28.27581667,0.059004261,0.336103623,7.06974475,0.983,76.4
-0.34255,28.2228,0.067895843,0.304815557,6.4031466,0.9705,76.4
-0.33915,28.2493,0.079754098,0.292009731,5.542228425,0.9905,76.4
-0.356733333,28.28678333,0.069130452,0.140706594,5.380451508,1.001666667,76.4
-0.346658333,28.30791667,0.077772672,0.048830862,5.3984654,1.0175,76.4
-0.286366667,28.12326667,0.058231717,0.044180911,5.959363883,1.029166667,76.4
-0.349185714,28.0819,0.065042685,0.128760121,5.5484819,1.0075,76.4
-0.33545,28.1047,0.08327172,0.080769493,4.88251715,1.011,76.4
-0.324258333,28.05126667,0.071401542,0.053561781,3.799659058,1.003333333,76.3
-0.215258333,27.91038333,0.05169851,0.00414184,3.107701525,0.986333333,76.2
-0.03565,27.32808333,0.028110197,0,2.800085833,0.959833333,76.0
0.001758333,27.04543333,0.018503094,0,3.1932096,0.9765,75.8
0.326325,26.68785833,0.011500136,0,2.130223567,1.049,74.7
0.437433333,26.6212,0.007491325,0,2.036102208,1.0395,74.5
0.5141,26.64388333,0.007749469,0,1.9284066,0.972666667,74.3
1.340916667,26.85875833,0.009452275,0,1.163186501,1.030666667,74.1
