RowID,Regime0,RegimeNew,IceMultiplier,SalinityAnomaly,Temperature,Salinity0,Salinity,SeaIce0,SeaIce,WindSpeed,Hg0_water,DGM_obs,HgII_water,Hg0_air,GEM_obs,MLD,Dw,P_sink,AS,Net,Diff_Hg0,Current_Hg0,fr_Hg0,Diff_HgII,Current_HgII,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio
88,ice,ice,1,-0.25,-0.435,29.916,29.666,0.64236,0.64236,4.666,0.148870842652736,0.137,0.72326537949083,1.09975676828205,1.115,13.7647442,1.12181374081081e-05,0.141673211303426,0.0602893566465132,0.0552346163871628,0.00924985316713353,0.00691280583446505,0.0035487846702796,0.011092789601211,0.15096161423436,0.0698642205072049,4.73782695141059e-05,0.000930652897673954,0.000368310131483803,0.000467394287101971,0.00620138114670224,0.00036,0.000599574632648052
89,ice,ice,1,-0.25,-0.434,29.92,29.67,0.64236,0.64236,4.353,0.151555674751608,0.134,0.730266148713995,1.09613224068914,1.123,13.778879,9.1194840108599e-06,0.143044521870148,0.0537843670505626,0.0508649459228845,0.00738404497377807,0.00692083752818666,0.00354966109468029,0.00870173616734633,0.151137010083496,0.0698814745006919,4.73496482824042e-05,0.0009301928346207,0.000368875285265798,0.000466975423310719,0.00620324316663659,0.00036,0.000600494650432694
90,ice,ice,1,-0.25,-0.43,29.917,29.667,0.65386,0.65386,4.498,0.150853119878044,0.142,0.72747370900073,1.09697624294002,1.124,13.7682779,9.95523314569113e-06,0.142497538822476,0.0552385959555564,0.0515307261874056,0.00809942173992606,0.00691481357843112,0.00354900430874119,0.00963673178606926,0.151005459277508,0.0698685444860703,4.59377680429275e-05,0.000902561463252263,0.000361818963620668,0.000453150326640204,0.00601538729144723,0.00036,0.000589007615196437
91,ice,ice,1,-0.25,-0.429,29.931,29.681,0.65386,0.65386,4.318,0.152647471057618,0.141,0.732402229558043,1.09502370517515,1.116,13.8177497,8.84484769236232e-06,0.14346293735271,0.051734349534303,0.0492128364645377,0.0071082790850712,0.00694293455645947,0.0035520419819044,0.00834621041160378,0.151619564221096,0.0699283465556297,4.58489388430842e-05,0.000901098737363294,0.000363765808019976,0.000451815376787251,0.00602249318077179,0.00036,0.000592176896776706
92,ice,ice,1,-0.25,-0.425,29.954,29.704,0.65386,0.65386,4.462,0.151868321494426,0.152,0.730763591418886,1.09676152427079,1.107,13.8990248,9.82916686626855e-06,0.143141960939457,0.0548532374023191,0.0514514380562053,0.00794168396104997,0.00698918421412698,0.00355688143177032,0.00935472032310802,0.152629562642354,0.07002361984606,4.56628909464884e-05,0.000898206015689572,0.000366927228889293,0.000449251383118983,0.00603150499225215,0.00036,0.000597323395866291
93,ice,ice,1,-0.25,-0.47,29.997,29.747,0.65386,0.65386,7.174,0.139011714709023,0.16,0.716382442645966,1.13537555487881,1.033,14.0509739,4.14712426394916e-05,0.140324981741135,0.124154370011911,0.0910053379478643,0.0364555532740962,0.00707582073867872,0.00356542548501283,0.0424200209781044,0.154521528062933,0.0701918249289887,4.53686398177528e-05,0.000893425579383241,0.000372757532636585,0.000445065493393011,0.00605458822529922,0.00036,0.000606814588013045
94,ice,ice,1,-0.25,-0.471,29.726,29.476,0.67066,0.67066,7.906,0.132120705389378,0.136,0.718290151518595,1.14063415852296,1.027,13.0933412,5.06716604393522e-05,0.140698663725482,0.133503655986887,0.0894198005177155,0.0464738696183845,0.00653350540114382,0.00350061356400052,0.0513526904110903,0.142678464516992,0.0689158854844174,4.59289670717748e-05,0.000891567337402061,0.000327504740057827,0.000460247601677434,0.00595821242606095,0.00036,0.000533147251256927
95,ice,ice,1,-0.25,-0.43,28.946,28.696,0.5638,0.5638,7.131,0.102090253547955,0.125,0.715898363077192,1.12127391262336,1.021,10.3370552,3.68442342125631e-05,0.140230160242721,0.0993198585235662,0.0589693496427725,0.0399095744090718,0.00502163821158599,0.00316859694737899,0.0377753929363411,0.109662361228554,0.0623795401518968,6.88845806857698e-05,0.00127848617711928,0.000271878296966198,0.000759505500779944,0.0102439434826042,0.00036,0.000442592576456602
96,ice,ice,1,-0.25,-0.417,29.064,28.814,0.5861,0.5861,5.751,0.107963130461262,0.124,0.701920112960355,1.10357349347535,1.034,10.7540318,1.9059620631587e-05,0.137492100826897,0.0674353287834109,0.0474217257551628,0.0200264347240113,0.00524568356930698,0.0032326870836198,0.0208593603740103,0.114555055985674,0.0636412699627145,6.70267307764828e-05,0.00123409221496117,0.000281853071872675,0.000726476973469311,0.00951506029093047,0.00036,0.000458830582118308
97,ice,ice,1,-0.25,-0.474,29.21,28.96,0.70709,0.70709,6.323,0.117346215959698,0.131,0.711475333323815,1.10262490853923,1.047,11.269952,2.31426666353519e-05,0.139363777243313,0.065096235059761,0.0427773215952756,0.0231159625388954,0.00552519799001797,0.0033051452693455,0.0242339524039546,0.120659082217966,0.065067739905365,4.95867721769988e-05,0.00090621513010865,0.000251080694240244,0.000526774651836305,0.00670175650852486,0.00036,0.000408736013879468
98,ice,ice,1,-0.25,-0.417,29.046,28.796,0.4203,0.4203,6.297,0.102316019863375,0.124,0.703287826597427,1.12304196541376,1.05,10.6904252,2.84270099501769e-05,0.137760008552888,0.103248111209159,0.0720611615962887,0.0307565751961578,0.00521139948020654,0.00322323003900804,0.0309189332754643,0.113806361236091,0.0634550909996358,9.88835708917029e-05,0.00177276926969877,0.000332532974671618,0.00107451127291302,0.013744927856812,0.00036,0.000541332749465424
99,ice,ice,1,-0.25,-0.368,29.086,28.836,0.24655,0.24655,7.02,0.0995422871056806,0.133,0.705105546385948,1.15279594907705,1.042,10.8317732,4.46380817676776e-05,0.138116063476837,0.157562276489456,0.107929655826783,0.0489807042391751,0.0052876389877456,0.00324408953435258,0.0481496562238815,0.115471276959479,0.0638657477505581,0.000127298746498877,0.00228096186492407,0.000379048960052199,0.00137546188924978,0.0174692895588457,0.00036,0.000617056446596603
100,open,open,1,-0.25,-0.389,28.974,28.724,0.11378,0.11378,8.05,0.0938894692280692,0.13,0.75425063858505,1.18537063832584,1.115,8.06710936951359,9.46912621879603e-05,0.147742603373646,0.216723162181088,0.10920105013142,0.106862870838205,0.00392274506083651,0.00246145187566015,0.0791177969794899,0.0856647706870778,0.0484581152666682,0.00019651927745943,0.00334570684807434,0.000302671053583333,0.00215784953735734,0.0265535199450982,0.00036,0.000492720319786822
101,open,open,1,-0.25,-0.394,28.905,28.655,0.08539,0.08539,9.017,0.0934048320185724,0.119,0.771881674212666,1.21651842717658,1.108,8.49079788366009,0.000125597240013086,0.1511961703586,0.272773917430104,0.129912578519502,0.142078050083671,0.00411885152623989,0.00262014924298287,0.0939855495030319,0.0899473368820502,0.0515823588865759,0.000193254157780686,0.0032993864285186,0.000317286092646207,0.00214384200526655,0.0268200007863267,0.00036,0.000516512243842662
102,open,open,1,-0.25,-0.357,28.839,28.589,0.00983,0.00983,10.473,0.0930910845092678,0.109,0.795372786116075,1.2770880086276,1.083,9.12131375777791,0.000187573310404573,0.155797608993458,0.381876579957916,0.168426913546831,0.212511979928172,0.00441452093710392,0.00284494951041668,0.118563677805989,0.0964041552294169,0.0560079572007268,0.000194664283507384,0.00334368511992229,0.000344427722580641,0.0021811865572039,0.027849440985524,0.00036,0.000560696292573136
103,open,open,1,-0.25,-0.294,28.593,28.343,0,0,10.239,0.0878486186079689,0.109,0.808711676915406,1.2525993309186,1.059,8.67808389405435,0.000170590970662331,0.158410430716097,0.337978138700395,0.138493513752515,0.198216502614813,0.00416386731924003,0.00281391043374366,0.0965718140416973,0.0909303902094647,0.0553968970495756,0.000199273301315963,0.00335030555190867,0.000315914806681993,0.00232069737341264,0.0305666758866176,0.00036,0.000514279917854407
104,open,open,1,-0.25,-0.297,28.46,28.21,0,0,9.532,0.0850122760287387,0.098,0.806927452403233,1.22117436246011,1.044,8.18779118848965,0.000139915716131788,0.158060936846359,0.281579314954157,0.115442768746481,0.164767894433533,0.00391018284348341,0.00270961639934646,0.0804415430669571,0.0853904374198925,0.0533436810633441,0.000208932962382615,0.0034313509962016,0.000292463934981395,0.00248577695287894,0.0324639202829209,0.00036,0.000476104080202271
105,open,open,1,-0.25,-0.327,28.503,28.253,0,0,6.999,0.082854207468896,0.103,0.772759442913175,1.14912444165244,1.029,6.95113788227337,6.61394414957693e-05,0.151368107678025,0.152270329650614,0.0724277212201457,0.078676476175244,0.00332466348837348,0.00228535611374355,0.0492055280166648,0.0726038860354795,0.0449913529003969,0.000247323014671896,0.00393546522751465,0.000253550271226366,0.00292220209155268,0.0367711466552643,0.00036,0.000412756255484781
106,open,open,1,-0.25,-0.376,28.509,28.259,0.14805,0.14805,6.409,0.0820485525247072,0.101,0.752714386614271,1.12512084788473,1.025,6.62966663366188,4.85867252811681e-05,0.147441682361466,0.108411702974649,0.0492766457978276,0.0580129924263341,0.00317158022684383,0.0021776670459929,0.0409651456740285,0.0692608590756365,0.0428712995653621,0.000222117530320897,0.003495474859623,0.000229724426651849,0.00262185687481938,0.032605064280554,0.00036,0.000373969996875103
107,ice,ice,1,-0.25,-0.44,28.31,28.06,0.233,0.233,6.13,0.0801365871052949,0.116,0.746052606147394,1.11285905085203,1.043,8.08962199999999,3.10099220518551e-05,0.146136772907062,0.0859582759061386,0.0469217389544585,0.0373539468830971,0.00384275872218037,0.00273806506838966,0.0271675466755339,0.0839180317956097,0.0539037443728528,0.000161272542436558,0.00260001875515406,0.000255543406315037,0.00196562121519919,0.0258383778556175,0.00036,0.000416000894001222
108,ice,ice,1,-0.25,-0.447,28.149,27.899,0.31373,0.31373,7.159,0.0775190465948166,0.116,0.768391612437552,1.11978284241297,1.059,7.5206963,4.7964592982061e-05,0.150512537112286,0.0979596947983005,0.037778146178868,0.058471382348113,0.00355200778995461,0.00260630788493388,0.0367205060707189,0.077568623014285,0.0513098668137397,0.000154166757999021,0.0023946680375052,0.000222015078755789,0.00192751536887164,0.0253295625720426,0.00036,0.00036141989564896
109,ice,ice,1,-0.25,-0.432,28.115,27.865,0.22759,0.22759,6.196,0.0752816261546919,0.127,0.759612845989947,1.10887235837496,1.071,7.40055049999999,3.32205042030004e-05,0.148792952476851,0.0788317716875346,0.036115209377248,0.0409085217425665,0.00349100358814801,0.00257730686783827,0.0268755898206559,0.076236415369469,0.0507389295375872,0.000177577098830219,0.00272071409315952,0.000228131538926951,0.00223195058567165,0.0291967773884912,0.00036,0.000371376923834571
110,open,open,1,-0.25,-0.347,28.165,27.915,0.01323,0.01323,6.172,0.0755684031801724,0.094,0.780062097610113,1.12018764291362,1.074,6.20076609273696,4.56299903504718e-05,0.152798551566662,0.100267441468431,0.0427558761819868,0.056117507873647,0.00293028729791716,0.00214390201650897,0.0322986584748611,0.0639915124562799,0.0422065741214507,0.000272437444772304,0.00401664555995912,0.000213722323745054,0.00339773258910153,0.0422047478998223,0.00036,0.000347920061910553
111,open,open,1,-0.25,-0.342,28.246,27.996,0.05839,0.05839,6.749,0.0779273560200892,0.081,0.779846712042963,1.1314984343002,1.043,6.58125729814978,5.59240000315028e-05,0.152756361845113,0.120329440447506,0.0509036079933251,0.0680480693614953,0.00311911994852204,0.00224868599034852,0.0396447444248526,0.0681152333357732,0.0442694354483879,0.000251871556080127,0.00378440740899541,0.000226307922019319,0.00310137099773039,0.0385071833801094,0.00036,0.000368408245147729
112,open,open,1,-0.25,-0.342,28.263,28.013,0.05572,0.05572,6.653,0.0781047581849309,0.077,0.777356402684395,1.13013891421605,1.036,6.54410091177752,5.42325515921491e-05,0.152268560086628,0.117903540696237,0.0506130532911273,0.0659367276208003,0.00310339338589933,0.0022304036953054,0.0391138258150896,0.0677717972062574,0.0439095155290512,0.000254007694473727,0.00382123052646826,0.000226028048731059,0.00311922754504166,0.0386328376138036,0.00036,0.000367952637469167
113,ice,ice,1,-0.25,-0.367,28.249,27.999,0.26521,0.26521,7.474,0.0798350346524347,0.075,0.769654571093087,1.13210619551959,1.022,7.8740663,5.54466836530288e-05,0.15075992543412,0.120331900966243,0.0517946087861753,0.0668824393664535,0.00373223352027539,0.0026892271130538,0.0421021687337358,0.081504386266906,0.0529422812248404,0.000166590302820233,0.0026016090554539,0.000244199533356003,0.00205029939353022,0.0264417365664761,0.00036,0.000397534124067912
114,ice,ice,1,-0.25,0.121,28.206,27.956,0.31435,0.31435,7.29,0.0782564011870238,0.09,0.762251927411606,1.1247142391812,1.019,7.7221172,4.98078892936997e-05,0.149309895704744,0.106806878034094,0.0445770236154364,0.0605153975211485,0.00365458983387627,0.00265400678423789,0.0396445827529129,0.079808806134237,0.0522489055913908,0.000157447834499841,0.00244024070443911,0.00023238560968944,0.00195102024378483,0.025219218958165,0.00036,0.00037830215530839
115,ice,ice,1,-0.25,-0.322,28.198,27.948,0.43916,0.43916,6.709,0.0783461722393742,0.082,0.744974350997546,1.1063076487065,1.052,7.6938476,3.56704308172695e-05,0.145925564305053,0.0731155602742474,0.0280918335365129,0.0433210176550055,0.00364016890402126,0.00264738176377093,0.0314408619542523,0.0794938823678526,0.0521184801264014,0.000129578044129346,0.00200878057433868,0.000211317710735061,0.00160769696874641,0.0208264043367647,0.00036,0.000344005575615215
116,ice,ice,1,-0.25,-0.363,28.231,27.981,0.40019,0.40019,7.21,0.0798036208891816,0.093,0.7571797214697,1.11696750721805,1.055,7.81045970000001,4.53389633555909e-05,0.148316352083607,0.0924520172139785,0.0361111939321901,0.0546978990060018,0.00369970459236515,0.00267456357380816,0.0372252552583018,0.0807940206665645,0.0526536030337251,0.00013671986389638,0.00213404954632183,0.000221989205163584,0.00168748482223498,0.0218398893701211,0.00036,0.000361377775847695
117,ice,ice,1,-0.25,-0.341,28.327,28.077,0.36668,0.36668,6.956,0.0814209948381969,0.07,0.748056916383195,1.11792360428775,1.056,8.1496949,4.1113757144494e-05,0.146529377164926,0.0943442690465307,0.0434952452026992,0.0492328571751822,0.00387364015086509,0.002751440342361,0.0356117591094759,0.084592419364962,0.0541670607408207,0.000141816793914713,0.00224379714698349,0.00024110639079836,0.00172378638618199,0.0221647635653785,0.00036,0.00039249877571826
118,ice,ice,1,-0.25,-0.353,28.353,28.103,0.35668,0.35668,6.327,0.0813973905629684,0.058,0.736777111394076,1.10971534547463,0.968,8.2415711,3.10584907079921e-05,0.144319889138816,0.07966541437948,0.0408334900811558,0.0371959410912354,0.00392093745158171,0.00277169825037513,0.0286353171942839,0.0856252961788181,0.0545658741611914,0.000142991630124131,0.00227225341503024,0.000246405202294331,0.00173082361574934,0.022245340232602,0.00036,0.000401124747921004
119,ice,ice,1,-0.25,-0.346,28.312,28.062,0.34364,0.34364,8.9,0.0837948142433819,0.066,0.790181362883075,1.15664101597821,0.98,8.0966894,8.77442931718789e-05,0.154780713091193,0.163952178710937,0.058571580486709,0.103920297186668,0.00384639003679406,0.0027396439536475,0.0577160706517579,0.0839973323182921,0.053934827574021,0.000147603313452028,0.00232779207141445,0.000242603607410149,0.0017984416745451,0.0231165742220568,0.00036,0.000394936105086288
120,ice,ice,1,-0.25,-0.35,28.276,28.026,0.3361,0.3361,7.07,0.0802135918497565,0.059,0.755394506258045,1.12050832398094,0.983,7.9694762,4.44590917954062e-05,0.14796666415567,0.0991440145317345,0.0439558325922073,0.0535356251851215,0.0037810995951962,0.0027110068155494,0.0368955015989718,0.0825715219174638,0.0533710539115793,0.000151705822599441,0.00237141144150955,0.000238764838286283,0.00185909861542823,0.0238593603000062,0.00036,0.000388686946047438
121,ice,ice,1,-0.25,-0.343,28.223,27.973,0.30482,0.30482,6.403,0.0780610650030335,0.068,0.748717860478795,1.11063498885478,0.971,7.78219009999999,3.4050034917902e-05,0.146658842884109,0.0815888008670155,0.0384422935345153,0.0414067552197155,0.00368525973393221,0.00266800953486313,0.0293819919795926,0.0804785743487248,0.0525245749678909,0.000161286160190417,0.00249401238438678,0.000235625108722493,0.00199322159736999,0.0256031995571733,0.00036,0.000383575758385454
122,ice,ice,1,-0.25,-0.339,28.249,27.999,0.29201,0.29201,5.542,0.0781397144869391,0.08,0.736474893549703,1.10018528919866,0.991,7.8740663,2.21824127545284e-05,0.144260690712154,0.0629019878018366,0.0341805008780858,0.0269654138076346,0.00373223352027539,0.0026892271130538,0.0204849140226045,0.081504386266906,0.0529422812248404,0.000163909806592047,0.00254186690824058,0.000241341631765156,0.00201730935930873,0.0258345407561684,0.00036,0.000392881726129324
123,open,open,1,-0.25,-0.357,28.287,28.037,0.14071,0.14071,5.38,0.0757748188035339,0.069,0.742268217148769,1.10239143167136,1.002,5.84140856515486,3.06417678282866e-05,0.145395486848777,0.0676575300544854,0.02876275820489,0.0376494473990549,0.00277253058694653,0.00198386725721811,0.0274186953970519,0.0605464268695136,0.0390560015309098,0.000263115903043774,0.00383716810674574,0.000198002285833582,0.00321872987569735,0.0384508994095428,0.00036,0.000322329302519785
124,open,open,1,-0.25,-0.347,28.308,28.058,0.04883,0.04883,5.398,0.0768042355017017,0.078,0.752911761254182,1.1073840758302,1.018,5.8681455170091,3.28752608751884e-05,0.147480344102867,0.0771013743310262,0.0356929701916779,0.040206617110899,0.00278730700987368,0.00198675933439465,0.0276861660757509,0.0608691138812869,0.0391129372811339,0.000290227784905781,0.00424471120518692,0.000206814800534351,0.00353848618525996,0.042213081319737,0.00036,0.000336675256683827
1,ice,ice,1,-0.5,-0.405,28.054,27.554,0.432,0.432,3.92,0.0603353610460272,0.061,0.690720831101455,1.07386567913587,1.148,6.3015698,7.85710057748798e-06,0.135298385670283,0.0149291868923817,0.00235035608734657,0.0103247228352408,0.00293941310765953,0.00229299295253267,0.00903435008863337,0.0641908015731586,0.045141697832173,0.000213795841927759,0.00265006954251397,0.000172058015305637,0.00281130802934069,0.0331126554928693,0.00036,0.000280094443520805
2,ice,ice,1,-0.5,-0.386,28.408,27.908,0.218,0.218,4.21,0.0755122432847496,0.071,0.74462606369382,1.08604093559053,1.139,7.5524996,1.03984664975906e-05,0.145857341793408,0.037906365778815,0.0232814026728511,0.0127916607740834,0.0035681791119202,0.00261391595013083,0.00918340088017991,0.0779217717829163,0.0514596452855091,0.000257748481663139,0.00350558143682498,0.000247184204300911,0.00321805590137277,0.0369415121644478,0.00036,0.000402392890722413
3,open,open,1,-0.5,-0.458,28.775,28.275,0.1244,0.1244,5.671,0.0807516030799915,0.066,0.742204809962927,1.11206578279537,1.05,6.21471502448215,3.66814476421647e-05,0.145383066650199,0.0851060452875681,0.0399738554516927,0.0440610220520646,0.00297475397663513,0.0020363732055943,0.0328345945885701,0.0649625742450312,0.0400896757309861,0.000366551072733008,0.00493067650075145,0.000229868165664833,0.0043156120251964,0.0457891330713576,0.00036,0.00037420399061717
4,open,open,1,-0.5,-0.394,28.596,28.096,0.0918,0.0918,8.036,0.0815872387966192,0.061,0.792002897175631,1.16189815486691,1.023,7.34237241065281,8.53522842680278e-05,0.155137515200133,0.174712432633191,0.071205070810193,0.102129106966183,0.00349227249901344,0.00247187242748472,0.0553735046800399,0.0762641258009714,0.048663262605298,0.000312417704050771,0.00431922935426374,0.000262360989792591,0.00378587665225692,0.0423864151211085,0.00036,0.000427099285708869
5,ice,ice,1,-0.5,-0.378,27.905,27.405,0.2245,0.2245,8.499,0.0688518054655448,0.078,0.864882249880195,1.13266289042659,1.042,5.7750485,9.7545869760999e-05,0.169413121676194,0.121545226986635,-0.00370655092025596,0.12358815384879,0.0026792464476438,0.00214461556334556,0.0281138230782233,0.0585092910683903,0.0422206215766122,0.000293886718680702,0.00350321763525339,0.000172035569012592,0.00393763315533401,0.0476844810191273,0.00036,0.000280057903043755
6,ice,ice,1,-0.5,-0.457,27.869,27.369,0.2329,0.2329,7.794,0.0663912393227623,0.084,0.851160039513323,1.11746138241895,1.128,5.6478353,7.58552754101933e-05,0.166725215322617,0.094218669967603,-0.0046526546547232,0.0971387010652684,0.00261678579967036,0.0021075841504635,0.0270119580794038,0.0571452776026593,0.0414915914900722,0.00029237141927637,0.00344821798107901,0.000166165848515579,0.00393365807095264,0.0479753427807177,0.00036,0.000270502544095129
7,ice,ice,1,-0.5,-0.44,27.682,27.182,0.2792,0.2792,9.128,0.0665001132508992,0.088,0.907018965105878,1.13200230197822,1.215,4.9870334,0.000127795909074498,0.177666860800281,0.120071825735114,-0.044999100026347,0.163575875781637,0.00229483204787761,0.00190782653243287,0.0101917446968393,0.0501144627290337,0.0375590028517805,0.000296656217497609,0.00323577977953712,0.000138334892617951,0.00406713507877499,0.0508352990043301,0.00036,0.000225196336819921
8,ice,ice,1,-0.5,-0.418,27.641,27.141,0.6001,0.6001,5.549,0.0517024464045724,0.089,0.712417086515136,1.07367325057323,1.23,4.84215169999999,2.2994135533714e-05,0.139548247843804,0.0136992823131734,-0.019645343410957,0.0313132903249578,0.0022248024682435,0.00186237056945641,0.0239712855035417,0.0485851591960151,0.0366641203171056,0.000170467932113121,0.00183145819247461,0.000103264184358814,0.00234513171765674,0.0296011646751571,0.00036,0.000168104486165511
9,ice,ice,1,-0.5,-0.443,27.643,27.143,0.5022,0.5022,4.723,0.048652016684986,0.109,0.692674953156921,1.07134582011291,1.206,4.8492191,1.53155480123644e-05,0.135681159068163,0.0100373653757556,-0.013233588161656,0.0211149433598849,0.00222821387922613,0.00186460177490082,0.0174622520864917,0.0486596574708238,0.0367080456165105,0.000208882518599944,0.00224751830195504,0.000114526196402932,0.00287313966407116,0.0362749981468214,0.00036,0.000186437994144307
10,ice,ice,1,-0.5,-0.403,27.816,27.316,0.353,0.353,3.978,0.0533518786370642,0.11,0.7033608587345,1.07234007586054,1.209,5.46054919999999,9.46332328893867e-06,0.137774314086763,0.012606867527862,-0.00243283450710274,0.0128007990993239,0.00252511202346455,0.00205222863190082,0.0102894628997474,0.0551433088550358,0.0404018183664613,0.000247504714171852,0.00288167701504982,0.000148821373209632,0.00334946775012878,0.0414430611063694,0.00036,0.00024226735173661
11,open,open,1,-0.5,-0.062,28.28,27.78,0,0,10.695,0.0783526469367175,0.101,0.849129693188332,1.23344638575386,1.21,8.23956322088556,0.000173048595241834,0.166327511116006,0.303604084196738,0.0915331258624636,0.210157828226656,0.00387492814056289,0.00290467095197978,0.06336057572446,0.0846205464393443,0.0571836813852105,0.000224758547126951,0.00334802068650719,0.000275124483331096,0.00286180006230814,0.0373201475484813,0.00036,0.000447877065887831
12,open,open,1,-0.5,-0.404,28.753,28.253,0,0,9.735,0.0861109582459564,0.113,0.807838544190468,1.22974401920176,1.18,8.3374526161022,0.000148505861751923,0.158239401491495,0.296959395948552,0.121652594790874,0.173981717109762,0.00398772471043739,0.00274114089404664,0.0847108871736298,0.0870837940230472,0.0539642975429961,0.000242555313707248,0.00378448755355198,0.000304657290195804,0.00286587014949999,0.0353604818748622,0.00036,0.000495953728225728
13,open,open,1,-0.5,-0.428,28.732,28.232,0,0,9.983,0.0860919456033158,0.123,0.81193991950739,1.23701476412047,1.179,8.42970172456262,0.000157401969961107,0.159042778824885,0.310008302002853,0.124233440302321,0.184420479624626,0.00402884977964719,0.00278035973911418,0.0865916420283884,0.0879818818591699,0.0547363911734671,0.000239968433153266,0.00374146793456565,0.000306559126900624,0.00284491385788794,0.0351692867964204,0.00036,0.000499049741466132
14,open,open,1,-0.5,-0.414,28.71,28.21,0.0058,0.0058,10.676,0.0865196511621573,0.115,0.820476415985429,1.25949876731015,1.17,8.71934541406426,0.000184167020581124,0.160714907622445,0.350330132344041,0.133583025869966,0.215344309488037,0.00416403326118152,0.0028855256297606,0.0935381299570054,0.0909340140438319,0.0568067712208931,0.000225038679757718,0.00355081651810106,0.000313548302284936,0.00267739449663107,0.0335941804002318,0.00036,0.000510427468835942
15,open,open,1,-0.5,-0.452,28.81,28.31,0.0657,0.0657,10.31,0.0880521372423724,0.12,0.810120728764722,1.24303404537464,1.169,8.67670951409455,0.000165735378340128,0.158686435770461,0.320465472380595,0.126813256860207,0.192388098211295,0.00415836061338047,0.00282784365045183,0.0926677240860301,0.0908101349577507,0.0556711975256306,0.000209954960217773,0.00336841969983656,0.000310534008513199,0.00245805616355962,0.030990299996065,0.00036,0.000505520478974974
16,open,open,1,-0.5,-0.472,28.784,28.284,0.042,0.042,11.722,0.0891876563298135,0.119,0.827308811918741,1.29738412764045,1.17,9.27774889738154,0.000229374594676433,0.162053237231765,0.418133024206256,0.151981973969201,0.264821353932851,0.0044423284337316,0.00303584314556342,0.108745751110529,0.0970114143770414,0.0597660423646439,0.000197444650010794,0.00321467699708868,0.000330549170522198,0.0023212649062088,0.0297803990441429,0.00036,0.00053810330085009
17,open,open,1,-0.5,-0.518,28.787,28.287,0.0984,0.0984,12.238,0.0903076187269854,0.123,0.83138163983966,1.30697465470077,1.17,9.50625710915043,0.00024615073660343,0.162851022701669,0.435048495676289,0.15108273528862,0.282665773370666,0.00455222445912936,0.00310918292127725,0.1117394942954,0.0994113199709861,0.0612098679946775,0.000179182274453722,0.00294398984899129,0.000330515247786894,0.0021055469907744,0.0272507374694966,0.00036,0.000538048077792617
18,ice,ice,1,-0.5,-0.622,29.032,28.532,0.2682,0.2682,11.582,0.0959778771707493,0.128,0.806543988165379,1.26636017784408,1.172,9.7575284,0.000197028250197578,0.157985823877403,0.361263638759575,0.140319600341058,0.220079175491009,0.00471301976032196,0.00307131563717316,0.113650952309887,0.102922762185711,0.0604643822770421,0.000144254196933252,0.00243595761576458,0.000326366870294521,0.00163059723435245,0.0207436809783357,0.00036,0.000531294905130615
19,open,open,1,-0.5,-0.574,29.024,28.524,0.0821,0.0821,11.67,0.0939777467475563,0.118,0.813074212842039,1.30576694545765,1.179,9.59433831642243,0.000231149814900473,0.159264964185662,0.432966774656316,0.17123549682679,0.260748974631164,0.0046328973482992,0.0030238037587811,0.125865459458155,0.101173051728778,0.0595290253430206,0.000174599379582761,0.00298715459262535,0.000347437777258085,0.00197605959011336,0.0255189098150508,0.00036,0.000565596381582929
20,ice,ice,1,-0.5,-0.639,29.073,28.573,0.3206,0.3206,10.923,0.0967453402218731,0.13,0.790613685212146,1.23669635644618,1.179,9.9024101,0.000159264601520876,0.154865396382298,0.307749838549224,0.129708804894413,0.177221628748588,0.00478987269359188,0.00309653086426241,0.104419760423684,0.104601073878949,0.0609607894556054,0.000122394224807945,0.00214036949428071,0.000319768131135837,0.00137477622800126,0.0179363688897524,0.00036,0.000520552771616479
21,ice,ice,1,-0.5,-0.696,29.076,28.576,0.3917,0.3917,9.585,0.0965346102308453,0.132,0.765484240950188,1.18637892070551,1.176,9.9130112,0.000102300421129389,0.149943041230488,0.217070311880112,0.102280840689499,0.113953951505607,0.00479550397538381,0.00309835245697646,0.0797901116553111,0.104724049615557,0.0609966507903644,0.000106491870562949,0.00188569079194643,0.000303972026952437,0.00119560468530436,0.0157839506570999,0.00036,0.000494838183410944
22,ice,ice,1,-0.5,-0.692,29.291,28.791,0.4925,0.4925,10.108,0.104848867689264,0.129,0.762103479449838,1.1938610195851,1.166,10.6727567,0.000111687088538344,0.149280817720298,0.229968123289782,0.110460236062867,0.119275637916366,0.00520188300158924,0.00322058267498389,0.0889793471646161,0.113598540705861,0.0634029728687456,8.46232186028489e-05,0.00153394551794403,0.000309720679141745,0.000920210012106402,0.011911923259746,0.00036,0.000504196454416795
23,ice,ice,1,-0.5,-0.643,29.719,29.219,0.4289,0.4289,10.268,0.113137359347063,0.12,0.739607591998712,1.2308429716045,1.153,12.1851803,0.000128241304471708,0.144874323635699,0.296674808273444,0.166117957101289,0.131077635632135,0.00602732388488132,0.00341507008880884,0.116440181270653,0.1316244901077,0.0672318080412872,8.6238803787423e-05,0.00161219964595721,0.000394963100491848,0.000887301439581169,0.0112385411669151,0.00036,0.000642963186847195
