RowID,IceReduction_pct,Temperature,Salinity,SeaIce,WindSpeed,Hg0_water,DGM_obs,HgII_water,Hg0_air,GEM_obs,MLD,Dw,P_sink,AS,Net,Diff_Hg0,Current_Hg0,fr_Hg0,Diff_HgII,Current_HgII,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio,a_443,NSE_num,NSE_den,PBIAS_num,PBIAS_den
37,0,-0.639,29.073,0.3206,10.923,0.107519283142814,0.13,0.755037130915887,1.26677415297679,1.179,11.6692601,0.000163653165386563,0.147896661479198,0.361730874280293,0.189378907261148,0.172356214221982,0.00574328528794365,0.00335603237943529,0.136101061031848,0.125421665071766,0.0660695443569174,0.00011411704438273,0.00204870407382889,0.000405100305963216,0.00119477052592339,0.0147322487246862,0.00036,0.000659465614358723,0.123474994412483,0.000505382630412957,8.91136000000001e-05,2.24807168571858,0.13
38,0,-0.696,29.076,0.3917,9.585,0.108405892017441,0.132,0.732180107579644,1.20986983812568,1.176,11.6798612,0.000105181792537736,0.14341942810303,0.25922978494268,0.14904982987026,0.110259729873315,0.00574909603406995,0.00335732161073483,0.0993676457387387,0.125548559944287,0.0660949251980121,9.92976571913589e-05,0.00180485703401794,0.00038501194521272,0.00103922707558879,0.0129697200727175,0.00036,0.000626763631741638,0.123448141391397,0.000556681931492661,0.0001308736,2.35941079825591,0.132
39,0,-0.692,29.291,0.4925,10.108,0.117133410003999,0.129,0.738475391152842,1.2165115952584,1.166,12.4396067,0.000118108070113147,0.144652548151592,0.270619423444222,0.153410040211844,0.118110754387746,0.00616833667090557,0.00344139926070249,0.107900992799918,0.134703922441785,0.0677501452304538,7.92254043284915e-05,0.0014637984338442,0.00038715208370576,0.000808673586004109,0.0100687653999665,0.00036,0.000630247578125656,0.121521747898755,0.000140815958133191,7.12336000000001e-05,1.1866589996001,0.129
40,0,-0.643,29.719,0.4289,10.268,0.124135949398395,0.12,0.735932931411511,1.25416362374861,1.153,13.9520303,0.000144457984022729,0.14415453117694,0.338528703899805,0.201455583271741,0.138868218082021,0.00701938113256845,0.0035599364460576,0.133790729028476,0.153289001900737,0.0700837633068923,8.08274749639571e-05,0.00152884671362385,0.00048289597837547,0.00079439610927125,0.0102986082620753,0.00036,0.000786109732239137,0.117675928261232,1.71060774260872e-05,3.13600000000006e-07,-0.413594939839539,0.12
41,0,-0.664,29.884,0.4599,8.633,0.128097920444248,0.135,0.721406973980392,1.20038369282553,1.145,14.5350908,8.90699085027032e-05,0.141309186860899,0.241845997586767,0.160492834214558,0.0836722062174971,0.00735332393233495,0.00358827122521405,0.0888935799635642,0.160581633188507,0.0706415844887712,7.1822597164458e-05,0.00138521811774006,0.000497310910185353,0.000698983143676906,0.00969347835067028,0.00036,0.000809575900301738,0.116189569687384,4.76387021939332e-05,0.0002085136,0.690207955575226,0.135
42,0,-0.674,29.97,0.4796,7.134,0.132659712829156,0.144,0.714689556335636,1.16024433223379,1.137,14.838989,5.1343358566847e-05,0.139993379196956,0.169703671885704,0.125636934544284,0.0469369084950382,0.00752867027307204,0.00359920913773106,0.0529479989746064,0.164410840500505,0.070856917004823,6.551807491752e-05,0.0012876002392745,0.000500822688344133,0.000635078131892671,0.0092134521684107,0.00036,0.000815292748467193,0.115414063006288,0.000128602113117201,0.000549433599999999,1.13402871708437,0.144
43,0,-0.659,29.912,0.3382,8.166,0.12446933291043,0.133,0.710300633931775,1.20659609808113,1.145,14.6340344,8.33595323995582e-05,0.139133677144641,0.253635878197284,0.175619156734801,0.0799802994340537,0.0074103162885951,0.00359212059101259,0.0877747743135046,0.161826230289319,0.0707173661903815,8.02472740658709e-05,0.00159641053162146,0.000545061792748179,0.000779888029677215,0.0112507481517404,0.00036,0.000887309895171455,0.115937138669053,7.27722809930778e-05,0.0001547536,0.85306670895703,0.133
44,0,-0.706,29.946,0.5303,7.303,0.134935152894647,0.128,0.716712160428662,1.15738956078114,1.131,14.7541802,5.2450040861671e-05,0.14038956685529,0.164313388368113,0.120111464115488,0.0472887351657835,0.00747964739623091,0.00359642074829024,0.0535644355183991,0.163340280615045,0.0708020225345033,5.59871268639975e-05,0.00112727875047533,0.000467425170171048,0.000543257136361435,0.00801497073903133,0.00036,0.000760924695627288,0.115630537931529,4.80963456721248e-05,5.53536e-05,-0.693515289464658,0.128
45,0,-0.557,30.083,0.6666,6.711,0.147698009008035,0.159,0.739561178060094,1.12936561453644,1.14,15.2382971,3.86668243407517e-05,0.144865232074124,0.113301208796832,0.0857707461558612,0.0321332578227973,0.00776041241398584,0.00360959064232896,0.0351174738532917,0.16947161734224,0.0710612956284397,3.86559869894569e-05,0.000790052744511632,0.000406728366060298,0.000373181192743607,0.00583491988570382,0.00036,0.000662115944749322,0.114394265630801,0.000127735000382469,0.0014776336,1.13019909919655,0.159
46,0,-0.553,30.759,0.7139,2.476,0.19044305676561,0.141,0.859868626140438,1.07672097205199,1.149,17.6270783,3.19023316407409e-06,0.168431053135905,0.0185702488884254,0.0275051389683275,0.00189719685537017,0.00917867023373585,0.00357704845530951,0.000998590819511038,0.200443482457057,0.0704206440417841,2.35667474644045e-05,0.000538996879875962,0.000446071941577292,0.000228824988853169,0.00503976241443327,0.00036,0.000726163625823499,0.108274900378069,0.00244461586232738,0.000417793599999999,-4.94430567656105,0.141
47,0,-0.531,30.494,0.749,2.213,0.194141250248638,0.156,0.842837636120197,1.07391649676331,1.152,16.6906478,1.68429484928106e-06,0.165095023075206,0.0133523205488947,0.0230098557890576,0.000967192077413759,0.00861618093161816,0.00360913275888949,0.000669122636699913,0.18815986057173,0.0710522813679101,2.09615678538764e-05,0.000484910444622525,0.000375471539634053,0.000201798427769443,0.00409831806347258,0.00036,0.000611232738939156,0.110677478327108,0.00145475497052924,0.0012559936,-3.81412502486382,0.156
48,0,-0.692,30.447,0.8261,1.922,0.197230769109064,0.159,0.835365463994685,1.07064175331748,1.153,16.5245639,9.96927240217685e-07,0.163631374115293,0.00706938942454921,0.0173826335759314,0.000555447384870501,0.00851729589970145,0.00361222099994919,0.000432904118860074,0.186000412671814,0.071113078957626,1.46830165355481e-05,0.000344939469642661,0.000289874469584082,0.000141261496708089,0.00286662522841568,0.00036,0.000471888671415948,0.111103104027663,0.00146159170667058,0.0014776336,-3.82307691090643,0.159
49,0,-0.639,30.121,0.7247,3.424,0.179068842709453,0.162,0.78272518461974,1.08396439028503,1.155,15.3725777,4.99327571973885e-06,0.153320197008754,0.0315132812375369,0.0363026225174625,0.0032834674262532,0.00783868665487609,0.00361206353783681,0.003468645915795,0.171180967502034,0.0711099790322254,2.22725311538885e-05,0.000527810140597384,0.000345202084549224,0.000214790613594737,0.00394206147877167,0.00036,0.000561956881824318,0.114051118585958,0.000291345391440055,0.0017172736,-1.70688427094532,0.162
