N,R2_reg,R2_corr,r,RMSE,Slope,Intercept,PBIAS_percent,MeanBias
76,0.7816608599601124,0.7816608599601123,0.8841158634252143,0.022146486716501494,0.8491791921207106,0.013102489303600966,3.6243752641264995,-0.0041446638711215
