N,R2_reg,R2_corr,r,RMSE,Slope,Intercept,PBIAS_percent,MeanBias
76,0.7302287015893894,0.7302287015893892,0.8545342015328522,0.026671592545683,0.6671836995548783,0.02664356815657257,9.982686540893297,-0.011415727464066269
