RowID,Temperature,Salinity,SeaIce,WindSpeed,Hg0_water,DGM_obs,HgII_water,Hg0_air,GEM_obs,MLD,Dw,P_sink,AS,Net,Diff_Hg0,Current_Hg0,fr_Hg0,Diff_HgII,Current_HgII,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio,a_443,NSE_num,NSE_den,PBIAS_num,PBIAS_den
1,-0.444,30.078,0.79559,9.798,0.15320318679599249,0.185,0.8286675407067832,1.1508374727928914,1.128,15.220628599999998,0.0001313383063803664,0.19497220317490643,0.15534473023400694,0.05538750545666643,0.1051482223934658,0.00775012603337407,0.0036092271087730427,0.07412218201598146,0.16924698371893798,0.07105413881536933,1.4297409372254976e-05,0.0003262971383985948,0.0002827024683827474,0.00016700117443230007,0.0032946687010870237,0.00035999999999999997,0.00046021332062307714,0.11443940886547418,0.0010110373299305464,0.004152513599999999,3.1796813204007512,0.185
2,-0.431,30.348,0.85288,11.359,0.1824773175053437,0.191,0.8792077483811286,1.1689083597466818,1.127,16.174727599999997,0.00024051519486630897,0.20686350475862703,0.18777679996198549,0.043083953242250395,0.15362479034262472,0.008309870810784582,0.003616161101056418,0.07702270409224825,0.1814706707688264,0.07119064694727659,1.06584972305918e-05,0.00025607593621802604,0.000252089097445349,0.0001244967888131129,0.0024393455207576994,0.00035999999999999997,0.0004103776004924286,0.11199914092839319,7.26361169047208e-05,0.0049617936,0.8522682494656292,0.191
3,-0.509,30.42,0.76806,10.656,0.1709819913138201,0.175,0.8576542556281128,1.1964145517441223,1.123,16.42915400000001,0.00023186155020409648,0.2017923130421208,0.23714254161558143,0.08206426918720366,0.1628341736866984,0.008460609128017275,0.003613640543175034,0.09839011632447008,0.18476248891638167,0.07114102522378885,1.6191812298003873e-05,0.00039044630246034385,0.0003485231928218855,0.00018912878547084122,0.003658793951128856,0.00035999999999999997,0.0005673633371519066,0.11134754436749714,1.6144393802216968e-05,0.0029637135999999987,0.401800868617988,0.175
4,-0.193,30.537,0.7542,9.941,0.17438687556479435,0.166,0.8496858134817128,1.1912757360902606,1.122,16.84259689999999,0.00021438788744911145,0.19991746620085285,0.22791983837852134,0.08978006200475286,0.14652655810180287,0.00870688172512905,0.003605620600631443,0.09922683552820132,0.1901405813569831,0.07098313820432187,1.7281316488793468e-05,0.0004239816529917485,0.00037876272126562393,0.0002018547608327734,0.0038664526957756995,0.00035999999999999997,0.0006165904764789227,0.11028794498865925,7.033968173934434e-05,0.0020647936000000007,-0.8386875564794338,0.166
5,-0.552,30.549,0.70175,9.069,0.16894821785151626,0.181,0.8322256166746258,1.18551576238411,1.116,16.8850013,0.00017733737380856362,0.19580936147595715,0.21758233422906337,0.09880993561520923,0.12653649445000398,0.008732233056634495,0.0036045233439319585,0.09703447872803843,0.1906942028557921,0.07096153672913297,2.0520837688038337e-05,0.0005052483567140589,0.00042637625896264474,0.00023969405260839243,0.004594589904413976,0.00035999999999999997,0.0006941008866833751,0.11017921575387696,0.00014524545295451126,0.003652993599999999,1.2051782148483736,0.181
6,-0.471,30.502,0.71299,10.023,0.16813348018773794,0.16,0.84602753650602,1.205689232554495,1.113,16.718917399999995,0.00022207247524545873,0.19905673220713746,0.2537879390172656,0.10190966226960507,0.15945695087446568,0.008633038747848206,0.0036085290211626524,0.1067076358705981,0.18852800097831693,0.07104039570293028,2.0129840260594292e-05,0.0004880136394473399,0.00041126868754974566,0.00023512699938336016,0.004486992567482595,0.00035999999999999997,0.0006695071657786557,0.11060501647036916,6.615349996432552e-05,0.0015555136000000003,-0.8133480187737935,0.16
7,-0.602,30.852,0.60418,9.532,0.18970532927224693,0.154,0.8781362319290558,1.2662748271891882,1.114,17.955712399999996,0.000399137172806838,0.20661139409525944,0.3625217402262475,0.13449972338155025,0.2389905790713463,0.009378063834944954,0.0035598805338673727,0.1298856818362651,0.20479783300983143,0.07008266257468398,2.6418459683255003e-05,0.000693591628596639,0.0005549386001815155,0.0003085813435794566,0.005870112694054981,0.00035999999999999997,0.0009033884189001417,0.10743063447890763,0.0012748705384395733,0.0011182336,-3.5705329272246926,0.154
8,-0.658,30.693,0.4836,9.593,0.16415605703353797,0.134,0.851358614868284,1.283368599527344,1.102,17.3938541,0.00031591300873436167,0.20031104958114987,0.3932001688945747,0.16686954602688386,0.23378559690146938,0.009037792863635558,0.0035873699412662962,0.14366393172544126,0.19736700733122542,0.07062384109030789,3.6160395831759954e-05,0.0008961714840420941,0.0006113095119769951,0.0004223722224502774,0.007876570420344038,0.00035999999999999997,0.000995155019497434,0.10887371407024507,0.0009093877758099945,0.0001806336000000002,-3.0156057033537964,0.134
9,-0.471,30.442,0.58223,8.582,0.14926348719792262,0.138,0.8055681485146399,1.193438308875521,1.08,16.506895400000005,0.00014496904246473404,0.18953728607430162,0.23180103754393855,0.11785065020057184,0.11921870087094223,0.008506791769030641,0.0036125033982428788,0.09798977051790068,0.18577102383026928,0.07111863847686839,3.157521167374072e-05,0.0007260328245325427,0.0005078415211619867,0.0003688148877303569,0.00676910628937849,0.00035999999999999997,0.0008267187553799783,0.1111483745120454,0.00012686614385776655,0.0003041536000000004,-1.126348719792261,0.138
10,-0.37,30.138,0.63443,7.64,0.13475554645346732,0.153,0.7724295704340007,1.143772949388932,1.103,15.432650600000002,7.44253787784748e-05,0.18174030928798382,0.14266593277276204,0.078749059068286,0.06717551547066486,0.007873760011483147,0.0036130039138880595,0.0622197952273879,0.171946898248073,0.07112849202918309,2.977579019632596e-05,0.0006315584611599947,0.00042714835159518447,0.0003477967093874942,0.006298353885984353,0.00035999999999999997,0.0006953577816665794,0.1138975720750574,0.0003328600852115887,0.0010523535999999998,1.8244453546532675,0.153
11,-0.359,30.097,0.631,7.758,0.1327012337579706,0.169,0.7727903434460865,1.145268418220631,1.118,15.287768900000003,7.59274868671025e-05,0.18182519340079992,0.1453498712838998,0.07895051601657088,0.06939371802681243,0.00778923019220312,0.0036105613335734323,0.06334324901319616,0.170100938984205,0.07108040543459852,3.0236204659097937e-05,0.0006353505657875624,0.0004232880208451577,0.00035317458967381704,0.006390331718628351,0.00035999999999999997,0.0006890735223060707,0.11426785504612275,0.0013176004306934936,0.002346433600000001,3.6298766242029408,0.169
12,-0.363,30.1,0.631,8.196,0.1333737168471923,0.165,0.7813976897762269,1.1549873919881106,1.107,15.298370000000006,8.972284474355644e-05,0.18385036416596054,0.16279264737548352,0.08419453770335217,0.08166833986857627,0.007795408481286221,0.0036107602886960607,0.07112190161325384,0.17023586024707943,0.07108432222466886,3.022007708849984e-05,0.0006354537933194357,0.00042371776342575983,0.0003529862112647993,0.00638742637066224,0.00035999999999999997,0.000689773103251237,0.11424076523884379,0.001000221786061569,0.0019749136000000007,3.1626283152807715,0.165
13,-0.36,30.107,0.631,7.436,0.13285329162486578,0.16,0.7671775736409255,1.1389635745255802,1.116,15.323105900000002,6.731822084553967e-05,0.18050459854089693,0.13403448146021363,0.0755862623368555,0.06146870604664586,0.007809828676647923,0.0036112120955491826,0.057985942357932085,0.17055076797362426,0.07109321685664739,3.0163322819724866e-05,0.0006354541230548712,0.0004247277678061864,0.0003523232918999904,0.006378215196892004,0.00035999999999999997,0.0006914172964286755,0.11417755318662984,0.0007369437756045824,0.0015555136000000003,2.714670837513422,0.16
14,-0.362,30.103,0.67753,6.754,0.1353390535737663,0.153,0.7581793798850035,1.1198830637851565,1.114,15.308971100000008,4.838359859079253e-05,0.17838746763494825,0.0997904260156043,0.05956263806291007,0.04351439812563227,0.007801587847155329,0.0036109560496501983,0.04377912167750422,0.17037080502476934,0.07108817613177715,2.657748626155294e-05,0.0005600310693251764,0.00039250737724887033,0.0003104388566890163,0.005625817130081589,0.00035999999999999997,0.0006389654978469982,0.1142136747881003,0.00031190902867029685,0.0010523535999999998,1.76609464262337,0.153
15,-0.352,30.104,0.67753,5.835,0.13523107684974472,0.157,0.7453061045969585,1.1059505899999205,1.112,15.3125048,3.1207877727658805e-05,0.1753585920947691,0.07478562340456098,0.0499756960108263,0.028085828890597374,0.007803647875064139,0.003611020593486361,0.030178475274126454,0.17041579184284705,0.07108944679348841,2.6533501620817798e-05,0.0005595631207976023,0.00039258512711949856,0.0003099250932184112,0.005619957184186938,0.00035999999999999997,0.0006390920674038349,0.11420464449490693,0.0004738860151217201,0.0013278736,2.1768923150255275,0.157
16,-0.356,30.109,0.67753,5.199,0.13600695247685574,0.156,0.7400032151708341,1.097706986456825,1.12,15.330173300000013,2.215394748818306e-05,0.17411090712605107,0.059990714576723635,0.04351346875202344,0.01984262008628771,0.007813949809251566,0.0036113379890530184,0.021990645726368295,0.17064076512459556,0.07109569529710788,2.6507953554655343e-05,0.0005596922064485778,0.0003932534812797868,0.0003096266785236565,0.0056154518362018045,0.00035999999999999997,0.0006401800858043042,0.11415949195729728,0.00039972194926270497,0.0012559936,1.9993047523144263,0.156
17,-0.344,30.103,0.67753,4.189,0.13791439292998423,0.155,0.738239603357024,1.0864903592748376,1.118,15.308971100000008,1.1535651030403717e-05,0.17369595750633918,0.03986007927314473,0.033215922365288586,0.010210474297442505,0.007801587847155329,0.0036109560496501983,0.011548887078826066,0.17037080502476934,0.07108817613177715,2.652671092981347e-05,0.0005593863061335262,0.00039244890641543386,0.00030984577441712325,0.0056193401326307115,0.00035999999999999997,0.0006388703127693109,0.1142136747881003,0.000291917968950973,0.0011861136,1.7085607070015774,0.155
18,-0.407,30.102,0.67753,2.888,0.14327709199822392,0.156,0.7503736993445408,1.0753973691643022,1.107,15.305437400000002,3.7867034124209235e-06,0.17655091599331466,0.019951337124702328,0.02085946973116548,0.003239421273994238,0.007799527938889401,0.003610891150906428,0.003569108344153987,0.1703258208194487,0.07108689848307015,2.6511807697702494e-05,0.0005591065432349883,0.00039202750147430526,0.0003096716969181465,0.005617687645928512,0.00035999999999999997,0.0006381843047256131,0.11422270500982754,0.0001618723880216579,0.0012559936,1.2722908001776085,0.156
19,-0.604,30.139,0.67939,4.016,0.1404386316812499,0.157,0.7419075848928982,1.0848320528956912,1.109,15.436184299999994,1.0510291352223347e-05,0.17455897482766963,0.03688389397264673,0.03160933022762591,0.00915621577014443,0.007875824226893091,0.0036130560359578815,0.01033613847488176,0.1719919765126554,0.07112951814604214,2.6445928633240883e-05,0.0005604779783865762,0.00039567089539581596,0.00030890219519590155,0.005588316842123895,0.00035999999999999997,0.0006441154111094678,0.11388853928681583,0.0002742789205892996,0.0013278736,1.6561368318750103,0.157
