Scenario,RowID,Regime0,RegimeNew,Regime0_Control,RegimeNew_Control,InitialRegimeSame,RegimeShift_vsControl,Salinity0,Salinity,SeaIce0,SeaIce,Hg0_water,HgII_water,MLD,AS,Net,Diff_Hg0,Diff_HgII,Current_Hg0,Current_HgII,fr_Hg0,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio,Salinity_1,SeaIce_1,Hg0_water_Control,HgII_water_Control,MLD_Control,AS_Control,Net_Control,Diff_Hg0_Control,Diff_HgII_Control,Current_Hg0_Control,Current_HgII_Control,fr_Hg0_Control,fr_HgII_Control,Red_UVB_Control,Red_UVA_Control,Red_Bio_Control,Ox_UVB_Control,Ox_UVA_Control,Ox_Dark_Control,Ox_Bio_Control,Salinity_Control,SeaIce_Control,d_Hg0_water,d_HgII_water,d_MLD,d_AS,d_Net,d_Diff_Hg0,d_Diff_HgII,d_Current_Hg0,d_Current_HgII,d_fr_Hg0,d_fr_HgII,d_Red_UVB,d_Red_UVA,d_Red_Bio,d_Ox_UVB,d_Ox_UVA,d_Ox_Dark,d_Ox_Bio,d_Salinity,d_SeaIce
SalinityIce,29,ice,ice,ice,ice,1,0,30.759,29.659,0.7139,0.64565116,0.176516158993274,0.784255400853365,13.7400083,0.020957294093063,0.0267377456678487,0.00112328964436108,0.00114904560410008,0.00689875497670349,0.150654772089527,0.00354723726363542,0.0698337570192653,3.41007882061813e-05,0.000760198908941177,0.000346269305376972,0.000336583180740166,0.00505857499749538,0.00036,0.000563694218055535,29.659,0.64565116,0.19044305676561,0.859868626140438,17.6270783,0.0185702488884254,0.0275051389683275,0.00189719685537017,0.000998590819511038,0.00917867023373585,0.200443482457057,0.00357704845530951,0.0704206440417841,2.35667474644045e-05,0.000538996879875962,0.000446071941577292,0.000228824988853169,0.00503976241443327,0.00036,0.000726163625823499,30.759,0.7139,-0.013926897772336,-0.075613225287073,-3.88707,0.0023870452046376,-0.0007673933004788,-0.00077390721100909,0.000150454784589042,-0.00227991525703236,-0.04978871036753,-2.981119167409e-05,-0.000586887022518801,1.05340407417768e-05,0.000221202029065215,-9.980263620032e-05,0.000107758191886997,1.88125830621099e-05,0,-0.000162469407767964,-1.1,-0.06824884
SalinityOnly,30,ice,ice,ice,ice,1,0,30.494,29.394,0.749,0.749,0.166166002756304,0.761778892683514,12.8035778,0.0110158986858573,0.0157338499582456,0.000743960015992575,0.00081476317661092,0.00637114157689929,0.139132768950221,0.00347586599899596,0.0684286850766342,2.45903794553186e-05,0.000555320643262744,0.000251668576493699,0.000248345280509539,0.00375544614580747,0.00036,0.000409693031501371,29.394,0.749,0.194141250248638,0.842837636120197,16.6906478,0.0133523205488947,0.0230098557890576,0.000967192077413759,0.000669122636699913,0.00861618093161816,0.18815986057173,0.00360913275888949,0.0710522813679101,2.09615678538764e-05,0.000484910444622525,0.000375471539634053,0.000201798427769443,0.00409831806347258,0.00036,0.000611232738939156,30.494,0.749,-0.027975247492334,-0.0810587434366831,-3.88707,-0.0023364218630374,-0.007276005830812,-0.000223232061421184,0.000145640539911007,-0.00224503935471887,-0.049027091621509,-0.00013326675989353,-0.0026235962912759,3.6288116014422e-06,7.04101986402189e-05,-0.000123802963140354,4.6546852740096e-05,-0.00034287191766511,0,-0.000201539707437785,-1.1,0
IceOnly,30,ice,ice,ice,ice,1,0,30.494,30.494,0.749,0.6773956,0.192331984982701,0.851788899704348,16.6906478,0.0169588747634612,0.0263235970739175,0.00104705806530245,0.000632608459288173,0.00861618093161816,0.18815986057173,0.00360913275888949,0.0710522813679101,2.63257750352682e-05,0.000609002311581562,0.000437149459431574,0.000253440012167159,0.00514710541282354,0.00036,0.000711638654888609,30.494,0.6773956,0.194141250248638,0.842837636120197,16.6906478,0.0133523205488947,0.0230098557890576,0.000967192077413759,0.000669122636699913,0.00861618093161816,0.18815986057173,0.00360913275888949,0.0710522813679101,2.09615678538764e-05,0.000484910444622525,0.000375471539634053,0.000201798427769443,0.00409831806347258,0.00036,0.000611232738939156,30.494,0.749,-0.001809265265937,0.00895126358415099,0,0.0036065542145665,0.0033137412848599,7.98659878886911e-05,-3.651417741174e-05,0,0,0,0,5.3642071813918e-06,0.000124091866959037,6.1677919797521e-05,5.1641584397716e-05,0.00104878734935096,0,0.000100405915949453,0,-0.0716044
SalinityIce,30,ice,ice,ice,ice,1,0,30.494,29.394,0.749,0.6773956,0.166483213637382,0.77218571368283,12.8035778,0.0141872774274147,0.0188886318439725,0.000789781596259687,0.000811113155357655,0.00637114157689929,0.139132768950221,0.00347586599899596,0.0684286850766342,3.0883224102575e-05,0.00069743095692491,0.000293009644026177,0.000311898519773924,0.00471649024924009,0.00036,0.000476992443763543,29.394,0.6773956,0.194141250248638,0.842837636120197,16.6906478,0.0133523205488947,0.0230098557890576,0.000967192077413759,0.000669122636699913,0.00861618093161816,0.18815986057173,0.00360913275888949,0.0710522813679101,2.09615678538764e-05,0.000484910444622525,0.000375471539634053,0.000201798427769443,0.00409831806347258,0.00036,0.000611232738939156,30.494,0.749,-0.027658036611256,-0.0706519224373671,-3.88707,0.000834956878520001,-0.0041212239450851,-0.000177410481154072,0.000141990518657742,-0.00224503935471887,-0.049027091621509,-0.00013326675989353,-0.0026235962912759,9.9216562486986e-06,0.000212520512302385,-8.2461895607876e-05,0.000110100092004481,0.00061817218576751,0,-0.000134240295175613,-1.1,-0.0716044
SalinityOnly,31,ice,ice,ice,ice,1,0,30.447,29.347,0.8261,0.8261,0.163729754950276,0.751591612420109,12.6374939,0.00561249158672698,0.0103193943078241,0.000459651400711036,0.000525467611139769,0.00627844208237402,0.137108400601485,0.0034606055166356,0.0681282549847215,1.718997240461e-05,0.000394241127601625,0.000193531577999656,0.000174431024193615,0.00268606725646478,0.00036,0.000315051406045952,29.347,0.8261,0.197230769109064,0.835365463994685,16.5245639,0.00706938942454921,0.0173826335759314,0.000555447384870501,0.000432904118860074,0.00851729589970145,0.186000412671814,0.00361222099994919,0.071113078957626,1.46830165355481e-05,0.000344939469642661,0.000289874469584082,0.000141261496708089,0.00286662522841568,0.00036,0.000471888671415948,30.447,0.8261,-0.033501014158788,-0.0837738515745761,-3.88707,-0.00145689783782223,-0.0070632392681073,-9.57959841594649e-05,9.2563492279695e-05,-0.00223885381732743,-0.048892012070329,-0.00015161548331359,-0.0029848239729045,2.5069558690619e-06,4.9301657958964e-05,-9.6342891584426e-05,3.3169527485526e-05,-0.0001805579719509,0,-0.000156837265369996,-1.1,0
IceOnly,31,ice,ice,ice,ice,1,0,30.447,30.447,0.8261,0.74712484,0.197307563341852,0.846548726041636,16.5245639,0.0102814591960655,0.0205629423699293,0.000596162998525596,0.000405746667995585,0.00851729589970145,0.186000412671814,0.00361222099994919,0.071113078957626,2.04035686519308e-05,0.000479329035186701,0.000368169850935995,0.000196297446030929,0.00398347195930288,0.00036,0.000599346268965574,30.447,0.74712484,0.197230769109064,0.835365463994685,16.5245639,0.00706938942454921,0.0173826335759314,0.000555447384870501,0.000432904118860074,0.00851729589970145,0.186000412671814,0.00361222099994919,0.071113078957626,1.46830165355481e-05,0.000344939469642661,0.000289874469584082,0.000141261496708089,0.00286662522841568,0.00036,0.000471888671415948,30.447,0.8261,7.67942327880022e-05,0.011183262046951,0,0.00321206977151629,0.0031803087939979,4.0715613655095e-05,-2.7157450864489e-05,0,0,0,0,5.7205521163827e-06,0.00013438956554404,7.8295381351913e-05,5.503594932284e-05,0.0011168467308872,0,0.000127457597549626,0,-0.0789751599999999
SalinityIce,31,ice,ice,ice,ice,1,0,30.447,29.347,0.8261,0.74712484,0.166032293743466,0.764929357783841,12.6374939,0.00830555790016727,0.0131964135800072,0.000485316578930908,0.000520599148949188,0.00627844208237402,0.137108400601485,0.0034606055166356,0.0681282549847215,2.38872428722743e-05,0.000547838783192797,0.000245804648908114,0.000242389931833457,0.00373256800047163,0.00036,0.000400147102873675,29.347,0.74712484,0.197230769109064,0.835365463994685,16.5245639,0.00706938942454921,0.0173826335759314,0.000555447384870501,0.000432904118860074,0.00851729589970145,0.186000412671814,0.00361222099994919,0.071113078957626,1.46830165355481e-05,0.000344939469642661,0.000289874469584082,0.000141261496708089,0.00286662522841568,0.00036,0.000471888671415948,30.447,0.8261,-0.031198475365598,-0.0704361062108441,-3.88707,0.00123616847561806,-0.0041862199959242,-7.0130805939593e-05,8.7695030089114e-05,-0.00223885381732743,-0.048892012070329,-0.00015161548331359,-0.0029848239729045,9.2042263367262e-06,0.000202899313550136,-4.4069820675968e-05,0.000101128435125368,0.00086594277205595,0,-7.1741568542273e-05,-1.1,-0.0789751599999999
SalinityOnly,32,ice,ice,ice,ice,1,0,30.121,29.021,0.7247,0.7247,0.134860174907894,0.717085811315578,11.4855077,0.0218362155492025,0.020824523659896,0.0032912717621793,0.00371959889236073,0.00564273677775319,0.123225890190959,0.00333317818569477,0.0656196183739818,2.58111783537914e-05,0.00059564557728378,0.000223687898072895,0.000272022025293652,0.00433694071123529,0.00036,0.000364143089886107,29.021,0.7247,0.179068842709453,0.78272518461974,15.3725777,0.0315132812375369,0.0363026225174625,0.0032834674262532,0.003468645915795,0.00783868665487609,0.171180967502034,0.00361206353783681,0.0711099790322254,2.22725311538885e-05,0.000527810140597384,0.000345202084549224,0.000214790613594737,0.00394206147877167,0.00036,0.000561956881824318,30.121,0.7247,-0.044208667801559,-0.065639373304162,-3.88707,-0.0096770656883344,-0.0154780988575665,7.80433592610002e-06,0.00025095297656573,-0.0021959498771229,-0.047955077311075,-0.00027888535214204,-0.00549036065824361,3.5386471999029e-06,6.78354366863961e-05,-0.000121514186476329,5.7231411698915e-05,0.00039487923246362,0,-0.000197813791938211,-1.1,0
IceOnly,32,ice,ice,ice,ice,1,0,30.121,30.121,0.7247,0.65541868,0.175868581984896,0.782277104554699,15.3725777,0.0385259216986515,0.0426719994684032,0.00357781217533854,0.00369229784459341,0.00783868665487609,0.171180967502034,0.00361206353783681,0.0711099790322254,2.73466414738578e-05,0.00064805542672518,0.000394963812825939,0.000263724040224305,0.00484013878723673,0.00036,0.000642964346460831,30.121,0.65541868,0.179068842709453,0.78272518461974,15.3725777,0.0315132812375369,0.0363026225174625,0.0032834674262532,0.003468645915795,0.00783868665487609,0.171180967502034,0.00361206353783681,0.0711099790322254,2.22725311538885e-05,0.000527810140597384,0.000345202084549224,0.000214790613594737,0.00394206147877167,0.00036,0.000561956881824318,30.121,0.7247,-0.00320026072455701,-0.000448080065041045,0,0.00701264046111461,0.0063693769509407,0.00029434474908534,0.00022365192879841,0,0,0,0,5.0741103199693e-06,0.000120245286127796,4.9761728276715e-05,4.8933426629568e-05,0.00089807730846506,0,8.10074646365131e-05,0,-0.06928132
SalinityIce,32,ice,ice,ice,ice,1,0,30.121,29.021,0.7247,0.65541868,0.133875173261893,0.721533407317665,11.4855077,0.0270341101588679,0.0257177014013314,0.00351377992092246,0.00386203204006499,0.00564273677775319,0.123225890190959,0.00333317818569477,0.0656196183739818,3.16914604623057e-05,0.000731345078604804,0.000255933057939841,0.000333993866583925,0.00532497909214161,0.00036,0.000416635210599741,29.021,0.65541868,0.179068842709453,0.78272518461974,15.3725777,0.0315132812375369,0.0363026225174625,0.0032834674262532,0.003468645915795,0.00783868665487609,0.171180967502034,0.00361206353783681,0.0711099790322254,2.22725311538885e-05,0.000527810140597384,0.000345202084549224,0.000214790613594737,0.00394206147877167,0.00036,0.000561956881824318,30.121,0.7247,-0.04519366944756,-0.061191777302075,-3.88707,-0.004479171078669,-0.0105849211161311,0.00023031249466926,0.00039338612426999,-0.0021959498771229,-0.047955077311075,-0.00027888535214204,-0.00549036065824361,9.4189293084172e-06,0.00020353493800742,-8.9269026609383e-05,0.000119203252989188,0.00138291761336994,0,-0.000145321671224577,-1.1,-0.06928132
SalinityOnly,33,ice,ice,ice,ice,1,0,30.007,28.907,0.7524,0.7524,0.125395782480758,0.702877631805764,11.0826659,0.0260434305741058,0.0215040847671644,0.00596951841576322,0.00681615155765263,0.00542343556643383,0.118436797938539,0.00327971662515322,0.0645671312265891,2.28722058278011e-05,0.000533816657158352,0.00019747494730394,0.000244716702495437,0.00400500803578094,0.00036,0.000321470844448274,28.907,0.7524,0.172147089106533,0.759044362795948,14.9697359,0.0395402419269377,0.0409565824453004,0.00568891570251795,0.00663702820912224,0.00760438222520301,0.166064235487175,0.00360310739154816,0.0709336611551659,1.97704626409728e-05,0.000474945240816487,0.000308292396844858,0.000191354919359263,0.00343288226513982,0.00036,0.000501871343700932,30.007,0.7524,-0.046751306625775,-0.056166730990184,-3.88707,-0.0134968113528319,-0.019452497678136,0.00028060271324527,0.00017912334853039,-0.00218094665876918,-0.047627437548636,-0.00032339076639494,-0.00636652992857681,3.1017431868283e-06,5.88714163418651e-05,-0.000110817449540918,5.3361783136174e-05,0.00057212577064112,0,-0.000180400499252658,-1.1,0
IceOnly,33,ice,ice,ice,ice,1,0,30.007,30.007,0.7524,0.68047056,0.167871804623188,0.752867048625165,14.9697359,0.0493543787482535,0.0497431864762294,0.00626165022397424,0.00733117435332978,0.00760438222520301,0.166064235487175,0.00360310739154816,0.0709336611551659,2.49153411885943e-05,0.000598540506397557,0.000360524958383224,0.000241151317019326,0.00432622313647711,0.00036,0.000586901095042458,30.007,0.68047056,0.172147089106533,0.759044362795948,14.9697359,0.0395402419269377,0.0409565824453004,0.00568891570251795,0.00663702820912224,0.00760438222520301,0.166064235487175,0.00360310739154816,0.0709336611551659,1.97704626409728e-05,0.000474945240816487,0.000308292396844858,0.000191354919359263,0.00343288226513982,0.00036,0.000501871343700932,30.007,0.7524,-0.00427528448334502,-0.00617731417078304,0,0.0098141368213158,0.008786604030929,0.00057273452145629,0.00069414614420754,0,0,0,0,5.1448785476215e-06,0.00012359526558107,5.2232561538366e-05,4.9796397660063e-05,0.000893340871337289,0,8.5029751341526e-05,0,-0.07192944
SalinityIce,33,ice,ice,ice,ice,1,0,30.007,28.907,0.7524,0.68047056,0.123720304566056,0.703963536378016,11.0826659,0.0329329384130772,0.0278107096517307,0.00641700477572377,0.00722088647812056,0.00542343556643383,0.118436797938539,0.00327971662515322,0.0645671312265891,2.8824252739256e-05,0.00067273206433174,0.000230932218527301,0.000308399466818017,0.0050472335163136,0.00036,0.000375936169695607,28.907,0.68047056,0.172147089106533,0.759044362795948,14.9697359,0.0395402419269377,0.0409565824453004,0.00568891570251795,0.00663702820912224,0.00760438222520301,0.166064235487175,0.00360310739154816,0.0709336611551659,1.97704626409728e-05,0.000474945240816487,0.000308292396844858,0.000191354919359263,0.00343288226513982,0.00036,0.000501871343700932,30.007,0.7524,-0.048426784540477,-0.055080826417932,-3.88707,-0.0066073035138605,-0.0131458727935697,0.00072808907320582,0.00058385826899832,-0.00218094665876918,-0.047627437548636,-0.00032339076639494,-0.00636652992857681,9.0537900982832e-06,0.000197786823515253,-7.7360178317557e-05,0.000117044547458754,0.00161435125117378,0,-0.000125935174005325,-1.1,-0.07192944
SalinityOnly,34,ice,ice,ice,ice,1,0,29.948,28.848,0.7841,0.7841,0.119711707248381,0.719134795337961,10.8741776,0.0533354716337477,0.0303453236573807,0.0239391856990348,0.0245097389440369,0.00531054816858887,0.115971566856765,0.00325023665178173,0.0639867648331526,1.97867016248974e-05,0.000466190805005381,0.000175113075967321,0.000213435672462309,0.00355764426647855,0.00036,0.000285067798086337,28.848,0.7841,0.159764938967312,0.747606918124015,14.7612476,0.0786128115788235,0.0605781797162168,0.0237306970208651,0.0269626034349851,0.0074837300038241,0.163429436458174,0.00359666092204439,0.0708067507876036,1.71112932322975e-05,0.000415623572446996,0.000275091916624332,0.000166020406577072,0.00295664825858708,0.00036,0.000447824050318679,29.948,0.7841,-0.040053231718931,-0.028472122786054,-3.88707,-0.0252773399450758,-0.0302328560588361,0.000208488678169701,-0.0024528644909482,-0.00217318183523523,-0.047457869601409,-0.00034642427026266,-0.00681998595445099,2.6754083925999e-06,5.0567232558385e-05,-9.9978840657011e-05,4.7415265885237e-05,0.00060099600789147,0,-0.000162756252232342,-1.1,0
IceOnly,34,ice,ice,ice,ice,1,0,29.948,29.948,0.7841,0.70914004,0.152495560107192,0.729309932866504,14.7612476,0.099304802095423,0.0775461863567556,0.026691344360174,0.0318145755044755,0.0074837300038241,0.163429436458174,0.00359666092204439,0.0708067507876036,2.23529252038472e-05,0.000542939829371156,0.000331722818333527,0.000216876753857798,0.00386234614070768,0.00036,0.000540013890310394,29.948,0.70914004,0.159764938967312,0.747606918124015,14.7612476,0.0786128115788235,0.0605781797162168,0.0237306970208651,0.0269626034349851,0.0074837300038241,0.163429436458174,0.00359666092204439,0.0708067507876036,1.71112932322975e-05,0.000415623572446996,0.000275091916624332,0.000166020406577072,0.00295664825858708,0.00036,0.000447824050318679,29.948,0.7841,-0.00726937886012,-0.018296985257511,0,0.0206919905165995,0.0169680066405388,0.0029606473393089,0.0048519720694904,0,0,0,0,5.2416319715497e-06,0.00012731625692416,5.6630901709195e-05,5.0856347280726e-05,0.0009056978821206,0,9.2189839991715e-05,0,-0.07495996
SalinityIce,34,ice,ice,ice,ice,1,0,29.948,28.848,0.7841,0.70914004,0.115347863144745,0.709998251588751,10.8741776,0.0678522690302556,0.0422448614135857,0.0262097843152412,0.027366432845134,0.00531054816858887,0.115971566856765,0.00325023665178173,0.0639867648331526,2.58478804288942e-05,0.0006089971139842,0.000211162159178453,0.000278816542830189,0.00464744278009273,0.00036,0.00034375235215097,28.848,0.70914004,0.159764938967312,0.747606918124015,14.7612476,0.0786128115788235,0.0605781797162168,0.0237306970208651,0.0269626034349851,0.0074837300038241,0.163429436458174,0.00359666092204439,0.0708067507876036,1.71112932322975e-05,0.000415623572446996,0.000275091916624332,0.000166020406577072,0.00295664825858708,0.00036,0.000447824050318679,29.948,0.7841,-0.044417075822567,-0.0376086665352641,-3.88707,-0.0107605425485679,-0.0183333183026311,0.0024790872943761,0.000403829410148899,-0.00217318183523523,-0.047457869601409,-0.00034642427026266,-0.00681998595445099,8.7365871965967e-06,0.000193373541537204,-6.3929757445879e-05,0.000112796136253117,0.00169079452150565,0,-0.000104071698167709,-1.1,-0.07495996
SalinityOnly,35,ice,ice,ice,ice,1,0,29.88,28.78,0.886,0.886,0.125830142932888,0.744760982535824,10.633886,0.0342626184444232,0.0108781687329893,0.0247857513443762,0.0229773180137519,0.00518095727720545,0.113141565461995,0.00321472724226109,0.0632876981251591,1.15187421755606e-05,0.00027170052296929,0.000111476389500367,0.000125454970394018,0.00211725926435598,0.00036,0.000181473192209901,28.78,0.886,0.169423838238881,0.784427110277352,14.520956,0.0507078426433372,0.0342413748031559,0.0230565055323001,0.0222566491526659,0.00734518982429986,0.160404000819142,0.00358769860172724,0.0706303113636686,9.96271446810374e-06,0.000242788069055526,0.000176430735097917,9.69778227222571e-05,0.0016972882790819,0.00036,0.000287212824578004,29.88,0.886,-0.043593695305993,-0.039666127741528,-3.88707,-0.016445224198914,-0.0233632060701666,0.0017292458120761,0.000720668861085998,-0.00216423254709441,-0.047262435357147,-0.00037297135946615,-0.0073426132385095,1.55602770745686e-06,2.8912453913764e-05,-6.495434559755e-05,2.84771476717609e-05,0.00041997098527408,0,-0.000105739632368103,-1.1,0
IceOnly,35,ice,ice,ice,ice,1,0,29.88,29.88,0.886,0.8012984,0.158805585104338,0.750185385322053,14.520956,0.0809613011326983,0.0594271294957974,0.0270259998496782,0.0300471053264794,0.00734518982429986,0.160404000819142,0.00358769860172724,0.0706303113636686,1.58718107437462e-05,0.000386790798353809,0.000254159179916782,0.000154497416694629,0.00270398578915551,0.00036,0.000413747502190109,29.88,0.8012984,0.169423838238881,0.784427110277352,14.520956,0.0507078426433372,0.0342413748031559,0.0230565055323001,0.0222566491526659,0.00734518982429986,0.160404000819142,0.00358769860172724,0.0706303113636686,9.96271446810374e-06,0.000242788069055526,0.000176430735097917,9.69778227222571e-05,0.0016972882790819,0.00036,0.000287212824578004,29.88,0.886,-0.010618253134543,-0.034241724955299,0,0.0302534584893611,0.0251857546926415,0.0039694943173781,0.0077904561738135,0,0,0,0,5.90909627564246e-06,0.000144002729298283,7.7728444818865e-05,5.75195939723719e-05,0.00100669751007361,0,0.000126534677612105,0,-0.0847016
SalinityIce,35,ice,ice,ice,ice,1,0,29.88,28.78,0.886,0.8012984,0.118118732657642,0.727375568290063,10.633886,0.0543450154425294,0.027103096085398,0.028042819703695,0.0273073988772174,0.00518095727720545,0.113141565461995,0.00321472724226109,0.0632876981251591,1.83507513340692e-05,0.000432851839059704,0.000160588503583419,0.000199864961836563,0.00337305043187668,0.00036,0.000261423145368357,28.78,0.8012984,0.169423838238881,0.784427110277352,14.520956,0.0507078426433372,0.0342413748031559,0.0230565055323001,0.0222566491526659,0.00734518982429986,0.160404000819142,0.00358769860172724,0.0706303113636686,9.96271446810374e-06,0.000242788069055526,0.000176430735097917,9.69778227222571e-05,0.0016972882790819,0.00036,0.000287212824578004,29.88,0.886,-0.051305105581239,-0.057051541987289,-3.88707,0.0036371727991922,-0.0071382787177579,0.0049863141713949,0.0050507497245515,-0.00216423254709441,-0.047262435357147,-0.00037297135946615,-0.0073426132385095,8.38803686596546e-06,0.000190063770004178,-1.5842231514498e-05,0.000102887139114306,0.00167576215279478,0,-2.5789679209647e-05,-1.1,-0.0847016
SalinityOnly,36,ice,ice,ice,ice,1,0,29.772,28.672,0.8792,0.8792,0.119955384026513,0.737433628035046,10.2522464,0.0327313086095386,0.00931431406873928,0.0243242258857138,0.0227011405795081,0.00497627353573675,0.108671689009573,0.00315495690286482,0.0621110112987244,1.22353282269632e-05,0.000286954232777113,0.000109859977440833,0.000135386239693273,0.00231854962890509,0.00036,0.000178841823740891,28.672,0.8792,0.165813776982797,0.772925598343846,14.1393164,0.0504106963420375,0.0347661775834726,0.0216814444672089,0.0220456928524354,0.00712629250754868,0.155623728802304,0.00357009128636003,0.0702836796354444,1.05753314392284e-05,0.000257336603366194,0.000176029514760831,0.000103578118294345,0.00175359367542466,0.00036,0.000286559675192051,29.772,0.8792,-0.045858392956284,-0.0354919703088,-3.88707,-0.0176793877324989,-0.0254518635147333,0.0026427814185049,0.000655447727072701,-0.00215001897181193,-0.046952039792731,-0.00041513438349521,-0.00817266833671999,1.6599967877348e-06,2.9617629410919e-05,-6.6169537319998e-05,3.1808121398928e-05,0.00056495595348043,0,-0.00010771785145116,-1.1,0
IceOnly,36,ice,ice,ice,ice,1,0,29.772,29.772,0.8792,0.79514848,0.155833174607517,0.740679792250865,14.1393164,0.0785549844177364,0.058359772850343,0.0252249320147714,0.0289674692072465,0.00712629250754868,0.155623728802304,0.00357009128636003,0.0702836796354444,1.65167322523057e-05,0.000401912677720041,0.000248989248936196,0.000161770064313953,0.00273879238516226,0.00036,0.000405331335477528,29.772,0.79514848,0.165813776982797,0.772925598343846,14.1393164,0.0504106963420375,0.0347661775834726,0.0216814444672089,0.0220456928524354,0.00712629250754868,0.155623728802304,0.00357009128636003,0.0702836796354444,1.05753314392284e-05,0.000257336603366194,0.000176029514760831,0.000103578118294345,0.00175359367542466,0.00036,0.000286559675192051,29.772,0.8792,-0.00998060237528001,-0.032245806092981,0,0.0281442880756989,0.0235935952668704,0.0035434875475625,0.0069217763548111,0,0,0,0,5.9414008130773e-06,0.000144576074353847,7.2959734175365e-05,5.8191946019608e-05,0.0009851987097376,0,0.000118771660285477,0,-0.0840515199999999
SalinityIce,36,ice,ice,ice,ice,1,0,29.772,28.672,0.8792,0.79514848,0.11307502680539,0.723748867478645,10.2522464,0.0507381766122752,0.0237932898741721,0.0273336932844582,0.0263705650802033,0.00497627353573675,0.108671689009573,0.00315495690286482,0.0621110112987244,1.91093434286325e-05,0.000448169994357282,0.000155394129832749,0.000211448528541193,0.00362115018847128,0.00036,0.000252967188099824,28.672,0.79514848,0.165813776982797,0.772925598343846,14.1393164,0.0504106963420375,0.0347661775834726,0.0216814444672089,0.0220456928524354,0.00712629250754868,0.155623728802304,0.00357009128636003,0.0702836796354444,1.05753314392284e-05,0.000257336603366194,0.000176029514760831,0.000103578118294345,0.00175359367542466,0.00036,0.000286559675192051,29.772,0.8792,-0.052738750177407,-0.049176730865201,-3.88707,0.000327480270237698,-0.0109728877093005,0.0056522488172493,0.0043248722277679,-0.00215001897181193,-0.046952039792731,-0.00041513438349521,-0.00817266833671999,8.5340119894041e-06,0.000190833390991088,-2.0635384928082e-05,0.000107870410246848,0.00186755651304662,0,-3.3592487092227e-05,-1.1,-0.0840515199999999
SalinityOnly,37,ice,ice,ice,ice,1,0,30.229,29.129,0.774,0.774,0.130729523601038,0.722586462499013,11.8671473,0.0683292987095829,0.0439137164496417,0.0264229982939708,0.0283467964636277,0.00585193009901606,0.127794246690637,0.00337957134746727,0.0665329513556206,1.89268245015852e-05,0.000459468926812385,0.000202878659327557,0.000196800287638189,0.00326273644226812,0.00036,0.000330267584951836,29.129,0.774,0.164691472498155,0.766210715338294,15.7542173,0.0925940287723758,0.0690405110700163,0.0302445732157316,0.0318569213932986,0.00806209355142145,0.176059719566127,0.00361629367558025,0.0711932569156538,1.62902272371279e-05,0.00040551346198177,0.000309851643619839,0.000156766109993412,0.00313130997502871,0.00036,0.000504409652404388,30.229,0.774,-0.033961948897117,-0.043624252839281,-3.88707,-0.0242647300627929,-0.0251267946203746,-0.0038215749217608,-0.0035101249296709,-0.00221016345240539,-0.04826547287549,-0.00023672232811298,-0.0046603055600332,2.6365972644573e-06,5.3955464830615e-05,-0.000106972984292282,4.0034177644777e-05,0.00013142646723941,0,-0.000174142067452552,-1.1,0
IceOnly,37,ice,ice,ice,ice,1,0,30.229,30.229,0.774,0.7000056,0.157128462021604,0.74875982887086,15.7542173,0.11520615063643,0.0869445121262151,0.0341091270447597,0.0377793944706758,0.00806209355142145,0.176059719566127,0.00361629367558025,0.0711932569156538,2.10208176702299e-05,0.000523272292219135,0.000369997813047595,0.000202290107257197,0.00404062479276107,0.00036,0.000602322021240271,30.229,0.7000056,0.164691472498155,0.766210715338294,15.7542173,0.0925940287723758,0.0690405110700163,0.0302445732157316,0.0318569213932986,0.00806209355142145,0.176059719566127,0.00361629367558025,0.0711932569156538,1.62902272371279e-05,0.00040551346198177,0.000309851643619839,0.000156766109993412,0.00313130997502871,0.00036,0.000504409652404388,30.229,0.774,-0.007563010476551,-0.017450886467434,0,0.0226121218640542,0.0179040010561988,0.0038645538290281,0.0059224730773772,0,0,0,0,4.730590433102e-06,0.000117758830237365,6.0146169427756e-05,4.5523997263785e-05,0.00090931481773236,0,9.7912368835883e-05,0,-0.0739944
SalinityIce,37,ice,ice,ice,ice,1,0,30.229,29.129,0.774,0.7000056,0.125536020101403,0.70980932826742,11.8671473,0.0853765296167886,0.0578592219935628,0.0290782341753135,0.0321835469823039,0.00585193009901606,0.127794246690637,0.00337957134746727,0.0665329513556206,2.44230679617216e-05,0.000592896120788688,0.000242260003491613,0.000253949985084465,0.00421021676742583,0.00036,0.000394376749870067,29.129,0.7000056,0.164691472498155,0.766210715338294,15.7542173,0.0925940287723758,0.0690405110700163,0.0302445732157316,0.0318569213932986,0.00806209355142145,0.176059719566127,0.00361629367558025,0.0711932569156538,1.62902272371279e-05,0.00040551346198177,0.000309851643619839,0.000156766109993412,0.00313130997502871,0.00036,0.000504409652404388,30.229,0.774,-0.039155452396752,-0.0564013870708739,-3.88707,-0.0072174991555872,-0.0111812890764535,-0.0011663390404181,0.0003266255890053,-0.00221016345240539,-0.04826547287549,-0.00023672232811298,-0.0046603055600332,8.1328407245937e-06,0.000187382658806918,-6.7591640128226e-05,9.7183875091053e-05,0.00107890679239712,0,-0.000110032902534321,-1.1,-0.0739944
