RowID,Regime0,RegimeNew,IceMultiplier,SalinityAnomaly,Temperature,Salinity0,Salinity,SeaIce0,SeaIce,WindSpeed,Hg0_water,DGM_obs,HgII_water,Hg0_air,GEM_obs,MLD,Dw,P_sink,AS,Net,Diff_Hg0,Current_Hg0,fr_Hg0,Diff_HgII,Current_HgII,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio,a_443
55,ice,ice,0.9,0,-0.666,30.371,30.371,0.8649,0.77841,11.534,0.167617284146048,0.178,0.837898714440941,1.20914681162208,1.182,16.2560027,0.00021235365219529,0.164127587173368,0.255897272462906,0.110088255466876,0.1530845202035,0.00835795591002119,0.00361555591328236,0.0895507644316467,0.182520751499459,0.0711787327355046,1.5312806569369e-05,0.000385656722133502,0.000319750678532094,0.000147243514641393,0.0031211702545218,0.00036,0.000520524360401083,0.111791030793054
56,ice,ice,0.9,0,-0.651,30.197,30.197,0.8151,0.73359,13.073,0.157991536456254,0.173,0.837775023856788,1.26684133387876,1.214,15.6411389,0.000287633375274097,0.164103358663665,0.359678271275815,0.142910197735167,0.22266147766397,0.00799575342965428,0.00361547186908741,0.121472670668293,0.174610986286141,0.0711770781740944,1.90439781144306e-05,0.000472989162767798,0.000340419541042393,0.000183356653793217,0.0036156487461315,0.00036,0.000554171345882965,0.113364516222383
57,ice,ice,0.9,0,-0.387,30.041,30.041,0.76,0.684,10.123,0.146032910113656,0.192,0.772594526080619,1.19861426626633,1.143,15.0898817,0.000127491207898533,0.151335803771425,0.237491158253789,0.134738314028047,0.107122648686657,0.00767409977937217,0.00360626119724656,0.0949532044881264,0.167586725018904,0.0709957495029305,2.53146521256934e-05,0.000601141432896444,0.000365162777071274,0.000244714743220901,0.00438650747544556,0.00036,0.000594451032441608,0.114773412995208
58,ice,ice,0.9,0,-0.38,30.099,30.099,0.76,0.684,11.481,0.147711893498022,0.219,0.798707658312007,1.23718359975764,1.118,15.2948363,0.000191297673086948,0.156450843707411,0.306712072332349,0.152378006711582,0.158959255387778,0.00779334893194896,0.00361069432522946,0.117761700717021,0.170190883880031,0.0710830236149745,2.50908865301974e-05,0.000596621703567378,0.000372723111189701,0.000242112976705555,0.00442702840861919,0.00036,0.000606758553099513,0.114249795246113
59,ice,ice,0.9,0,-0.429,30.069,30.069,0.7569,0.68121,10.822,0.146623318690434,0.196,0.785942070623359,1.21843298551519,1.122,15.1888253,0.000158450563261096,0.153950320589189,0.273074767792614,0.144924909295881,0.132618553535468,0.00773161808577492,0.00360855038919299,0.107548105037772,0.168842807800702,0.0710408163711087,2.54787743398722e-05,0.000604786203446726,0.000370745362770331,0.000246074889805437,0.00444854859271391,0.00036,0.000603538962649376,0.114520662168921
60,ice,ice,0.9,0,-0.444,30.078,30.078,0.79559,0.716031,9.798,0.150173629004608,0.185,0.776772424485352,1.18236258572028,1.128,15.2206286,0.000114681429014742,0.152154170446068,0.208155494641836,0.119285346571154,0.0937338663061467,0.00775012603337407,0.00360922710877304,0.0830423409089751,0.169246983718938,0.0710541388153693,2.31966181243497e-05,0.000547877309718485,0.000347560943990444,0.000223971593036957,0.00404045989922445,0.00036,0.000565796885565839,0.114439408865474
61,ice,ice,0.9,0,-0.431,30.348,30.348,0.85288,0.767592,11.359,0.163643816944608,0.191,0.831574712179285,1.2086297744849,1.127,16.1747276,0.000199805672698533,0.162888841708557,0.255026263633932,0.113377058752017,0.148428394950009,0.00830987081078458,0.00361616110105642,0.0905104215695873,0.181470670768826,0.0711906469472766,1.92244828213875e-05,0.000450627039240785,0.000338749580348827,0.00018485197710254,0.00361851143782777,0.00036,0.000551452805219021,0.111999140928393
62,ice,ice,0.9,0,-0.509,30.42,30.42,0.76806,0.691254,10.656,0.156205768497463,0.175,0.814032998101355,1.22127231331977,1.123,16.429154,0.00018629239418329,0.159452771027369,0.278117696495756,0.138108654840885,0.14605122601023,0.00846060912801727,0.00361364054317503,0.100556091568749,0.184762488916382,0.0711410252237888,2.5455739489536e-05,0.000589163657970564,0.000415401811282532,0.000244838913112239,0.00484985340560381,0.00036,0.000676235506739006,0.111347544367497
63,ice,ice,0.9,0,-0.193,30.537,30.537,0.7542,0.67878,9.941,0.156622210857089,0.166,0.811124575120145,1.2096718976498,1.122,16.8425969,0.000165645626365109,0.158883069178973,0.25736390950196,0.134159092241063,0.129482977914586,0.00870688172512905,0.00360562060063144,0.0917948975144748,0.190140581356983,0.0709831382043219,2.67039920098217e-05,0.000612146077615662,0.000445474323179793,0.000257293657527002,0.00525557868587295,0.00036,0.00072519075866478,0.110287944988659
64,ice,ice,0.9,0,-0.552,30.549,30.549,0.70175,0.631575,9.069,0.153605766934585,0.181,0.797559506673298,1.19767242749445,1.116,16.8850013,0.000134554561340045,0.15622594378225,0.236076690140177,0.134591773931948,0.107423622331767,0.00873223305663449,0.00360452334393196,0.0835952782450286,0.190694202855792,0.070961536729133,3.0207054397683e-05,0.000692984885869367,0.000482344770214424,0.000291124083208752,0.00597605071482163,0.00036,0.000785212416628132,0.110179215753877
65,ice,ice,0.9,0,-0.471,30.502,30.502,0.71299,0.641691,10.023,0.153130717991204,0.16,0.806410527489664,1.22130081849795,1.113,16.7189174,0.000172278201907337,0.157959681602316,0.278429658051638,0.146246397126778,0.137993349904265,0.00863303874784821,0.00360852902116265,0.0994882382708877,0.188528000978317,0.0710403957029303,2.99332947383897e-05,0.000683532792695221,0.000468590186691567,0.000288209455337639,0.00579379873983336,0.00036,0.000762821234149063,0.110605016470369
66,ice,ice,0.9,0,-0.602,30.852,30.852,0.60418,0.543762,9.532,0.157063420355064,0.154,0.843604822632042,1.24811086605714,1.114,17.9557124,0.000238484786092546,0.165245299557233,0.32706132686068,0.148077782701009,0.185838600383032,0.00937806383494495,0.00355988053386737,0.0938380890121051,0.204797833009831,0.070082662574684,3.61231162946296e-05,0.00082414198348067,0.000599246873393528,0.000352487844733617,0.00800232617377838,0.00036,0.000975518165989464,0.107430634478908
67,ice,ice,0.9,0,-0.658,30.693,30.693,0.4836,0.43524,9.593,0.144817392237651,0.134,0.815792189465964,1.26796009518673,1.102,17.3938541,0.000215926514355098,0.159797361404551,0.363256059836354,0.185465150166704,0.182880311318248,0.00903779286363556,0.0035873699412663,0.114672621553077,0.197367007331225,0.0706238410903079,4.74962731193712e-05,0.0010608928686423,0.000638870607815881,0.000459836774903532,0.00966420943769896,0.00036,0.00104002191970027,0.108873714070245
68,ice,ice,0.9,0,-0.471,30.442,30.442,0.58223,0.524007,8.582,0.142319464473972,0.138,0.769241239036802,1.20321414671941,1.08,16.5068954,0.000113290722399604,0.150678961957354,0.246588518021037,0.153530960366767,0.0975169663910037,0.00850679176903064,0.00361250339824288,0.0862563777685163,0.185771023830269,0.0711186384768684,4.33357982676241e-05,0.000951602850807712,0.000544055649912007,0.000416899605918159,0.00789431043333459,0.00036,0.000885671988228849,0.111148374512045
69,ice,ice,0.9,0,-0.37,30.138,30.138,0.63443,0.570987,7.64,0.140042575160166,0.153,0.731594649729689,1.16369885736122,1.103,15.4326506,6.31306349422444e-05,0.143304748628472,0.175422672870236,0.124124287777117,0.0551355513448289,0.00787376001148315,0.00361300391388806,0.0598238073405856,0.171946898248073,0.0711284920291831,4.1883716319751e-05,0.000907798115796493,0.000466320486279116,0.000403746447553007,0.00681476802921582,0.00036,0.000759126373012514,0.113897572075057
70,ice,ice,0.9,0,-0.359,30.097,30.097,0.631,0.5679,7.758,0.138881503964779,0.169,0.728790319867767,1.16627123825943,1.118,15.2877689,6.48547335917551e-05,0.142755436538666,0.180055604245103,0.126662695426418,0.0570576478841162,0.00778923019220312,0.00361056133357343,0.0623573741722429,0.170100938984205,0.0710804054345985,4.24037128555959e-05,0.000918463479312164,0.000461455185859915,0.000409195071698143,0.00681113781401204,0.00036,0.000751206116516141,0.114267855046123
71,ice,ice,0.9,0,-0.363,30.1,30.1,0.631,0.5679,8.196,0.138300721519865,0.165,0.733768256769239,1.17685676545744,1.107,15.29837,7.65966716686111e-05,0.143730514741626,0.199053595714533,0.135024712712295,0.0676338908673054,0.00779540848128622,0.00361076028869606,0.0717608094367088,0.170235860247079,0.0710843222246689,4.23846672555319e-05,0.000918109688561472,0.00046192367760227,0.000408976812743965,0.00681452674181515,0.00036,0.000751968777492068,0.114240765238844
72,ice,ice,0.9,0,-0.36,30.107,30.107,0.631,0.5679,7.436,0.139693636669889,0.16,0.726880802993762,1.15907575786025,1.116,15.3231059,5.74016145675097e-05,0.142381400403038,0.167141776460699,0.120663009022602,0.0502428191704017,0.00780982867664792,0.00361121209554918,0.0557335177966217,0.170550767973624,0.0710932168566474,4.23132249696459e-05,0.000916931405487684,0.000463027537926813,0.000408208741243511,0.00681985912332728,0.00036,0.000753765759415742,0.11417755318663
73,ice,ice,0.9,0,-0.362,30.103,30.103,0.67753,0.609777,6.754,0.144326797142774,0.153,0.728127928245176,1.13907352589877,1.114,15.3089711,4.14970707388738e-05,0.142625687277919,0.131023136431081,0.100027138471011,0.0352587655980677,0.00780158784715533,0.0036109560496502,0.0400351309813457,0.170370805024769,0.0710881761317771,3.83811359929258e-05,0.000832604264442041,0.000437315813282131,0.000370315218489344,0.006185344165507,0.00036,0.000711909463482539,0.1142136747881
74,ice,ice,0.9,0,-0.352,30.104,30.104,0.67753,0.609777,5.835,0.148281465920431,0.157,0.730139711624862,1.12288043625194,1.112,15.3125048,2.67633521791347e-05,0.143019755375092,0.101961175395062,0.0844999931964486,0.0221547878074663,0.00780364787506414,0.00361102059348636,0.0255541100719188,0.170415791842847,0.0710894467934884,3.83186722274299e-05,0.000831755892394074,0.000437409588418598,0.000369702362115957,0.0061808660075196,0.00036,0.000712062120681439,0.114204644494907
75,ice,ice,0.9,0,-0.356,30.109,30.109,0.67753,0.609777,5.199,0.15234171855186,0.156,0.737668069107924,1.11294347802328,1.12,15.3301733,1.89818215103917e-05,0.144494409921969,0.084127179588428,0.0739818666705497,0.0152870816978556,0.00781394980925157,0.00361133798905302,0.0174171978585945,0.170640765124596,0.0710956952971079,3.828698607445e-05,0.00083118230272426,0.000438154624093294,0.000369346390237735,0.00618574486389761,0.00036,0.0007132749694542,0.114159491957297
76,ice,ice,0.9,0,-0.344,30.103,30.103,0.67753,0.609777,4.189,0.161010199421421,0.155,0.759394689644613,1.09892490925158,1.118,15.3089711,9.89507214958907e-06,0.148750220015314,0.0589678611192991,0.0575478334967333,0.00749477705019349,0.00780158784715533,0.0036109560496502,0.00801585302152941,0.170370805024769,0.0710881761317771,3.83078102128502e-05,0.000831645688012397,0.000437259908838509,0.000369607744581469,0.00617822298515818,0.00036,0.000711818456248735,0.1142136747881
77,ice,ice,0.9,0,-0.407,30.102,30.102,0.67753,0.609777,2.888,0.176292842746451,0.156,0.806237062222795,1.08361445081899,1.107,15.3054374,3.24723244286125e-06,0.157925703228536,0.0314899704810042,0.0370374438436646,0.00218514879751838,0.0077995279388894,0.00361089115090643,0.00187801775982031,0.170325820819449,0.0710868984830701,3.82852293854593e-05,0.000831382174344362,0.000436793955416133,0.000369400091622831,0.00617444358950216,0.00036,0.000711059927421612,0.114222705009828
78,ice,ice,0.9,0,-0.604,30.139,30.139,0.67939,0.611451,4.016,0.163538590507408,0.157,0.76928722296771,1.09640775769659,1.109,15.4361843,8.94250674296003e-06,0.150687969289026,0.0544414858822805,0.0542030830750867,0.00664826703958391,0.00787582422689309,0.00361305603595788,0.00680653939091111,0.171991976512655,0.0711295181460421,3.82763477716308e-05,0.000828764571134161,0.000441247013494361,0.000368963758323265,0.00622334787116209,0.00036,0.000718309091735007,0.113888539286816
79,ice,ice,0.9,0,-0.103,30.256,30.256,0.71694,0.645246,6.056,0.151308509141068,0.134,0.74460696762567,1.12396082198586,1.114,15.8496272,3.13245157464419e-05,0.145853601255875,0.103713518947665,0.0835440709909412,0.0254062640762862,0.00811816332472406,0.00361670439089748,0.0276671909260033,0.177284169332287,0.0712013425867087,3.54591903542481e-05,0.000761833771961873,0.000440544498074239,0.000341123903454747,0.00593393964683246,0.00036,0.000717165461981319,0.112831214821276
80,ice,ice,0.9,0,-0.56,29.591,29.591,0.71069,0.639621,6.395,0.13831968253244,0.15,0.70142483985561,1.12299358551986,1.108,13.4997167,2.83984359992651e-05,0.13739508673883,0.102007205363184,0.0800176459381612,0.0250724820806683,0.00676256601924535,0.00353130029897299,0.0311495936382092,0.147680682356488,0.0695200091543368,4.10688270869778e-05,0.00085743586169833,0.000349463034362265,0.000407494935173643,0.00564818785239367,0.00036,0.000568893311752524,0.118827569234079
81,ice,ice,0.9,0,0.586,29.612,29.612,0.80582,0.725238,6.39,0.142750609009441,0.145,0.708136877714818,1.11421510754583,1.114,13.5739244,2.57330497552526e-05,0.138709840610464,0.0858018292027296,0.0672470168108471,0.0220888285630915,0.00680456532998847,0.00353639715555353,0.0273714964108626,0.148597861848916,0.069620349959745,3.28835437173917e-05,0.000679051289876025,0.000305818138870308,0.000325733964434224,0.00447834668110755,0.00036,0.000497843481881897,0.118638713912327
82,ice,ice,0.9,0,0.708,29.538,29.538,0.6517,0.58653,5.641,0.134253637602797,0.15,0.68816926739304,1.11785528815835,1.118,13.3124306,1.94519851276573e-05,0.134798585410701,0.0930647997403438,0.0780973089133197,0.0176111253983345,0.00665680237850488,0.00351774082997098,0.0226120729903206,0.145371019635472,0.0692530665753038,4.86800495293448e-05,0.00100118513710612,0.000375547506132781,0.000485146933717697,0.00663696307030353,0.00036,0.000611356405332435,0.119304053048599
83,ice,ice,0.9,0,-0.495,29.507,29.507,0.57457,0.517113,5.885,0.130874716893537,0.157,0.690648037220133,1.12567608320965,1.133,13.2028859,2.38654131061868e-05,0.13528412680594,0.107466163979055,0.0877102423207881,0.0220527437928995,0.00659509640141591,0.0035093477300922,0.027449823752001,0.144023486646361,0.069087833281331,5.64754040526472e-05,0.00116130234196323,0.000397557690810263,0.000564356482962631,0.0077288185440791,0.00036,0.000647186938528335,0.119582650323887
84,ice,ice,0.9,0,-0.558,29.541,29.541,0.49666,0.446994,6.809,0.125170900169946,0.15,0.684834483445147,1.1506900882258,1.109,13.3230317,3.93875124734465e-05,0.134145367982772,0.15272811292258,0.116868473502722,0.0376380349574243,0.00666278002646216,0.00351853496515503,0.0464360588917235,0.145501559304394,0.0692687005572908,6.56377385481872e-05,0.00133680661514456,0.000432083479789139,0.000653980134660038,0.00885853803664472,0.00036,0.000703391711284645,0.119277088063656
85,ice,ice,0.9,0,-0.54,29.649,29.649,0.51332,0.461988,6.535,0.129104160964013,0.145,0.688298500783689,1.14556201062227,1.109,13.7046713,3.54665417459952e-05,0.134823899645255,0.143445782254074,0.112561781280237,0.033119922622769,0.00687869249240402,0.00354499651556834,0.0412056117023365,0.150216648252705,0.0697896438561392,6.55441620806982e-05,0.00131775882471435,0.000447281096290052,0.00064741883140476,0.00875164092926481,0.00036,0.000728132017216363,0.118305886622368
86,ice,ice,0.9,0,-0.454,29.803,29.803,0.6369,0.57321,5.732,0.140386992033105,0.125,0.710686649929397,1.12144046821958,1.116,14.2488611,2.30348680569519e-05,0.139209289952261,0.0995692622679698,0.0829994135578577,0.0200737867407391,0.00718898135097558,0.00357556882022535,0.0242109485057845,0.156992725592439,0.0703915147591158,5.3570046789001e-05,0.00106475204149404,0.000424874035524688,0.000523689244394668,0.00730706028096029,0.00036,0.000691655406668097,0.116919490349126
87,ice,ice,0.9,0,0.235,29.964,29.964,0.65211,0.586899,5.058,0.146536890927282,0.151,0.72770685794676,1.11188630122325,1.121,14.8177868,1.63283888838382e-05,0.142543208034404,0.0823502349739249,0.073003015277151,0.0136741935283711,0.00751640809314571,0.00359853120538178,0.0157871549147935,0.164143059440247,0.070843570685015,5.18744785575483e-05,0.00102604980840382,0.000447452966603971,0.000502956102252067,0.00733013800984751,0.00036,0.000728411806099489,0.115468185675124
88,ice,ice,0.9,0,-0.435,29.916,29.916,0.64236,0.578124,4.666,0.149630732708745,0.137,0.737273081471039,1.10578426018743,1.115,14.6481692,1.29174092734506e-05,0.14441703974979,0.071444992353589,0.0654381712689102,0.0105967061530055,0.00741846571092006,0.00359264778632537,0.0118779017976918,0.162004197091615,0.0707277449800248,5.33954433127475e-05,0.00105412898150615,0.000441969642535958,0.000518827340070217,0.00743662674289232,0.00036,0.00071948546459342,0.115901072391058
89,ice,ice,0.9,0,-0.434,29.92,29.92,0.64236,0.578124,4.353,0.152506142564657,0.134,0.745741058234198,1.10154947595937,1.123,14.662304,1.0505284333396e-05,0.146075746906663,0.0638447667687178,0.0602890378652764,0.0084509199778517,0.00742661704753125,0.00359316930311639,0.00921978812872459,0.162182205698027,0.0707380119777357,5.33613513686223e-05,0.00105357051728728,0.000442612854792804,0.000518397502830598,0.00744033960338629,0.00036,0.000720532554313867,0.115865004939084
90,ice,ice,0.9,0,-0.43,29.917,29.917,0.65386,0.588474,4.498,0.151642679916763,0.142,0.74196023098893,1.10277546897806,1.124,14.6517029,1.14787103173524e-05,0.14533515852457,0.0659906111223525,0.0615028363525691,0.00928878828182725,0.00742050336560852,0.00359277869788454,0.0102888053559492,0.162048695324082,0.0707303222099462,5.21340287078307e-05,0.00102945905588453,0.000436382985292904,0.000506546397513221,0.00726445264923868,0.00036,0.000710390906290774,0.115892055638099
91,ice,ice,0.9,0,-0.429,29.931,29.931,0.65386,0.588474,4.318,0.15349324871111,0.141,0.747863840120307,1.10046012545021,1.116,14.7011747,1.02136345689774e-05,0.14649155738955,0.0618352322009023,0.0586882876652048,0.00816056019258462,0.0074490430937504,0.00359457419441389,0.0088565635135531,0.162671944918136,0.0707656697942888,5.20268910880173e-05,0.00102766276900848,0.000438609193752719,0.000505173615044707,0.00727807531266763,0.00036,0.000714014966574193,0.11576581339827
92,ice,ice,0.9,0,-0.425,29.954,29.954,0.65386,0.588474,4.462,0.152479115523667,0.152,0.745656682076817,1.10246206635826,1.107,14.7824498,1.13785394516683e-05,0.146059219306265,0.0654281431237274,0.0612123413108208,0.00915510574538975,0.00749598069803302,0.0035973729255242,0.0099909357136198,0.163696966693733,0.0708207678590061,5.18051134111588e-05,0.00102415253702676,0.000442225156679629,0.000502500522332505,0.0072971447116993,0.00036,0.000719901417850559,0.115558384292016
93,ice,ice,0.9,0,-0.47,29.997,29.997,0.65386,0.588474,7.174,0.138671370377322,0.16,0.724590185418956,1.14761359004421,1.033,14.9343989,4.82514384243135e-05,0.141932714268055,0.146462204609005,0.107489091971972,0.0425065253079214,0.00758390338364779,0.00360210172196274,0.0473960451876285,0.165617019255032,0.0709138627373409,5.14504791606695e-05,0.0010183030401674,0.000448878837112222,0.000498172529265774,0.00734003459625404,0.00036,0.000730732990647803,0.115170478589939
94,ice,ice,0.9,0,-0.471,29.726,29.726,0.67066,0.603594,7.906,0.133739307295901,0.136,0.714302697554005,1.15658543364551,1.027,13.9767662,5.74630229621408e-05,0.139917601304817,0.162484533723808,0.113054837684967,0.0521883587105881,0.00703348224034363,0.00356133479150572,0.0593688998950698,0.153596941403627,0.070111292256606,5.27673219540958e-05,0.00102973465177715,0.000399676545967616,0.000518367139102979,0.00694680430168143,0.00036,0.0006506362376217,0.117612912021193
95,ice,ice,0.9,0,-0.43,28.946,28.946,0.5638,0.50742,7.131,0.108241696956241,0.125,0.703820639380513,1.13376267565766,1.021,11.2204802,3.90258100204699e-05,0.137864375912565,0.122030287869931,0.0811333723719679,0.0409453166045964,0.00549828468731708,0.00329852515877027,0.0423439579596233,0.120071350446324,0.0649374111004409,7.45957645427154e-05,0.00140247998373675,0.000325212620115869,0.00079393215215834,0.0104104938884986,0.00036,0.00052941589321188,0.124611081331302
96,ice,ice,0.9,0,-0.417,29.064,29.064,0.5861,0.52749,5.751,0.115458228270234,0.124,0.697486946838595,1.11302241953442,1.034,11.6374568,2.03863107963945e-05,0.136623732315807,0.0847018552075994,0.0647998499880406,0.0205755959025363,0.00572585951028078,0.00335214552052574,0.0227584384892433,0.125041121543093,0.0659930245358612,7.33983022575037e-05,0.00136612218602177,0.000338011615557329,0.00076932406960272,0.00984445775925619,0.00036,0.00055025146718635,0.123555548983435
97,ice,ice,0.9,0,-0.474,29.21,29.21,0.70709,0.636381,6.323,0.123192365965167,0.131,0.703790303774817,1.11420279458353,1.047,12.153377,2.53309449812493e-05,0.137858433774592,0.0862473008214466,0.0631658636398651,0.0244829252184051,0.00600974089646155,0.00341164957849841,0.0274884962037828,0.131240513415967,0.067164469132681,5.85509450829485e-05,0.00107949365123725,0.000316245926671178,0.000603042308448643,0.00753831825269937,0.00036,0.000514818950394941,0.1222479485632
98,ice,ice,0.9,0,-0.417,29.046,29.046,0.4203,0.37827,6.297,0.109095570013722,0.124,0.694188575327109,1.13317561269327,1.05,11.5738502,2.98933496018214e-05,0.135977647355356,0.121656271471652,0.0905669703493416,0.0312225409217116,0.00569103702817721,0.00334428556015751,0.0338595018127906,0.124280669385766,0.0658382870537753,0.000102211594404987,0.00185292789476728,0.000384797818811316,0.00107376632740954,0.0134095628997866,0.00036,0.000626415053878887,0.123716637878484
99,ice,ice,0.9,0,-0.368,29.086,29.086,0.24655,0.221895,7.02,0.105500954985232,0.133,0.692376361697528,1.163825075435,1.042,11.7151982,4.63954378557185e-05,0.135622670977734,0.177486137292269,0.127940133837707,0.0493804879028234,0.0057684729646121,0.00336159597940533,0.0529669910121698,0.125971712681916,0.0661790738469357,0.000127006407149938,0.00229971758044924,0.000430121159887978,0.00132756984752536,0.0164878206628621,0.00036,0.000700197237026942,0.123358625919858
100,open,open,0.9,0,-0.389,28.974,28.974,0.11378,0.102402,8.05,0.0989030503169353,0.13,0.743443939167391,1.19719207107495,1.115,8.42336431135249,0.000100552861851912,0.145625787259527,0.237999121956844,0.126974958948819,0.110690554136267,0.00413162847067285,0.00246440285800085,0.0893912740981264,0.0902263593517637,0.0485162106711851,0.000199775589879391,0.00343414876977606,0.000330875533192741,0.00211834625446495,0.0253036828957572,0.00036,0.000538634588918416,0.124360722106541
101,open,open,0.9,0,-0.394,28.905,28.905,0.08539,0.076851,9.017,0.0984283102630375,0.119,0.759271627120189,1.23098479252267,1.108,8.85592895983484,0.000132939157372716,0.148726114529941,0.298781835213242,0.151648184490502,0.146690968434547,0.00433345527942686,0.00262164312627303,0.107773000582624,0.0946338462065762,0.0516117686708522,0.000196134340081643,0.00338210379177802,0.000346119232596034,0.00209907324612733,0.0253887445118138,0.00036,0.000563449913528427,0.124977558687058
102,open,open,0.9,0,-0.357,28.839,28.839,0.00983,0.008847,10.473,0.098109784220676,0.109,0.781151643407717,1.29567216290041,1.083,9.50367440883161,0.000197329119881803,0.153011971780578,0.41523499020706,0.196570411096721,0.21808923810568,0.00463979686900955,0.00284489544626226,0.13861346884595,0.101323723222933,0.0560068928504332,0.000196276934699239,0.00340614101574604,0.000374316873105233,0.00211987691806229,0.0260632431892483,0.00036,0.000609353049241077,0.125567195948097
103,open,open,0.9,0,-0.294,28.593,28.593,0,0,10.239,0.0927602635302541,0.109,0.792073576884295,1.27009148636188,1.059,9.01103727221672,0.00017860725862464,0.155151359940368,0.369371551014897,0.165752531482049,0.202680549311004,0.00436175966035323,0.00280874408316779,0.11581153789329,0.0952519562962949,0.0552951881296537,0.000201840820858907,0.00344271369621978,0.000342721015961118,0.00226021676537301,0.0286308385778477,0.00036,0.000557917932959959,0.127761591258204
104,open,open,0.9,0,-0.297,28.46,28.46,0,0,9.532,0.0892248771051004,0.098,0.793426414952689,1.23438001499738,1.044,8.48835282347791,0.000146204585058118,0.155416353840198,0.305279681460088,0.135406824661276,0.168768449378094,0.00408964433260906,0.00270251628709638,0.0938226507339349,0.0893095111997806,0.0532039025605739,0.00021210557737767,0.00354545154172203,0.000317142141502507,0.00242468237835828,0.0310968908927232,0.00036,0.000516277904771523,0.128945742600663
105,open,open,0.9,0,-0.327,28.503,28.503,0,0,6.999,0.0874571268082596,0.103,0.758650636642824,1.15728894358546,1.029,7.21005112658127,6.91561747744665e-05,0.148604474924878,0.166923273729276,0.0854989733409949,0.0805050322070797,0.00347901369564596,0.00227996235715369,0.056276969644797,0.0759745805125457,0.0448851670833447,0.000251109084358795,0.00406530013645294,0.000275126853184252,0.00285127681881445,0.035025590576272,0.00036,0.000447880923788318,0.128563072561376
106,open,open,0.9,0,-0.376,28.509,28.509,0.14805,0.133245,6.409,0.0868908540326058,0.101,0.741627005405186,1.13241780686095,1.025,6.87729110120897,5.13038340463125e-05,0.145269886302401,0.121585560390107,0.0608282669048086,0.0598836675314266,0.00331914796058454,0.00217266481757269,0.0460701580158278,0.0724834381307776,0.0427728216857929,0.000229344640906717,0.00367213228488334,0.000250873768644894,0.0026017124807346,0.0315610037551292,0.00036,0.00040839915825913,0.128509663318301
107,ice,ice,0.9,0,-0.44,28.31,28.31,0.233,0.2097,6.13,0.085941736287718,0.116,0.736381389988851,1.12056687539314,1.043,8.97304699999999,3.06609381443441e-05,0.144242375236106,0.0999142205140128,0.0624924323084407,0.0359494425002068,0.00430038197846774,0.00292442358971882,0.0283288075580311,0.0939115926064597,0.0575725476498099,0.000157825550875573,0.00263086426206143,0.00029843260851702,0.00184774900147396,0.0242046063126178,0.00036,0.000485820525492824,0.130279301523646
108,ice,ice,0.9,0,-0.447,28.149,28.149,0.31373,0.282357,7.159,0.082919641614329,0.116,0.752659445635819,1.12935622273826,1.059,8.4041213,4.71996550301261e-05,0.14743092052346,0.115306258587782,0.0576048785678669,0.0561294899223117,0.00400481541993626,0.00280695143755234,0.0398084880555272,0.0874570203447669,0.0552598966706881,0.000151945935297925,0.00246116702710907,0.00026320804770416,0.00182564101518952,0.0237304215492187,0.00036,0.000428478217192819,0.131708296530893
109,ice,ice,0.9,0,-0.432,28.115,28.115,0.22759,0.204831,6.196,0.0813662003788346,0.127,0.746340425052627,1.11691880752605,1.071,8.2839755,3.23951863059182e-05,0.146193150869749,0.0933926037788707,0.052943885027692,0.0388023669634647,0.0039427942535682,0.00278096713513895,0.0283350377379769,0.086102604263103,0.0547483488586332,0.000172138694883062,0.00275579052612948,0.000269097337480389,0.00207961299550213,0.0268700149725145,0.00036,0.00043806543310761,0.132009753435582
110,open,open,0.9,0,-0.347,28.165,28.165,0.01323,0.011907,6.172,0.0802511535331834,0.094,0.764471857498503,1.12672822240958,1.074,6.40860719127187,4.75406866650647e-05,0.149744735575693,0.112012871271518,0.0536033573112721,0.0572364688964421,0.00305562904583089,0.00213530648531698,0.0373178844905453,0.0667287212032225,0.0420373556023326,0.000277944013164273,0.00421275426016003,0.00023181592612646,0.00333091586320136,0.0404121305572206,0.00036,0.000377374763461679,0.131566395713967
111,open,open,0.9,0,-0.342,28.246,28.246,0.05839,0.052551,6.749,0.0823803912919481,0.081,0.76612557180782,1.13888442534442,1.043,6.80727286910118,5.84898992317595e-05,0.150068665108922,0.133615905413088,0.0627307687181097,0.0697301575299576,0.00325504753892583,0.00224044989447631,0.0454341320324955,0.0710836153441375,0.0441072930611776,0.00025800491928828,0.00397324507859463,0.000245884510746699,0.00305185109198681,0.0371978940331006,0.00036,0.000400277110517882,0.130847645166781
112,open,open,0.9,0,-0.342,28.263,28.263,0.05572,0.050148,6.653,0.0825252428643751,0.077,0.764066694417004,1.13727756979356,1.036,6.77000917069645,5.67230350276875e-05,0.149665372237581,0.130744704325843,0.0620327255431805,0.0675783182416335,0.00323917742325655,0.00222240589850194,0.0446394259481276,0.070737044308166,0.0437520644883814,0.000260100349354278,0.00400825321234851,0.000245569550102088,0.00306822660295372,0.0373464432939318,0.00036,0.00039976438388712,0.130696716728067
