RowID,Regime0,RegimeNew,IceMultiplier,SalinityAnomaly,Temperature,Salinity0,Salinity,SeaIce0,SeaIce,WindSpeed,Hg0_water,DGM_obs,HgII_water,Hg0_air,GEM_obs,MLD,Dw,P_sink,AS,Net,Diff_Hg0,Current_Hg0,fr_Hg0,Diff_HgII,Current_HgII,fr_HgII,Red_UVB,Red_UVA,Red_Bio,Ox_UVB,Ox_UVA,Ox_Dark,Ox_Bio,a_443
11,open,open,1,0,-0.062,28.28,28.28,0,0,10.695,0.0870419246788579,0.101,0.814446547287519,1.26715242017232,1.21,8.79779241074531,0.000187448225455981,0.159533777035533,0.364096768441213,0.144090355570424,0.218639692307807,0.00421192216274099,0.00288056012908312,0.100796474408002,0.091979810216391,0.0567090163931162,0.000232655136379716,0.00366185163059098,0.000322871861065714,0.00273697795232413,0.0339597559794724,0.00036,0.000525605355223255,0.13054576086804
12,open,open,1,0,-0.404,28.753,28.753,0,0,9.735,0.0958021116510729,0.113,0.776557694604418,1.26117144658808,1.18,8.9999754099301,0.000163022748231554,0.152112109160325,0.353362632766462,0.170424597898317,0.182253696505645,0.00438078267050955,0.00273298300192352,0.118220113052225,0.0956673801328038,0.0538036947374955,0.000248407977985004,0.00398683841612692,0.000358834260214601,0.00271608185951886,0.0313395009466594,0.00036,0.000584148795698188,0.126334946592992
13,open,open,1,0,-0.428,28.732,28.732,0,0,9.983,0.0956869686950961,0.123,0.780869624189376,1.26952719883115,1.179,9.09489417617458,0.0001726803098137,0.152956729860468,0.368358816410894,0.174484663857686,0.193160444469297,0.00442375156444384,0.00277139775873479,0.121539885884404,0.0966057333493581,0.0545599584418193,0.000245923936100254,0.0039469243950613,0.000360972463733032,0.0026971660851197,0.0312414319106772,0.00036,0.000587629592123541,0.126522322641348
14,open,open,1,0,-0.414,28.71,28.71,0.0058,0.0058,10.676,0.0959780643926446,0.115,0.790054494476036,1.29540284920825,1.17,9.40197493068423,0.000201901492072034,0.154755862109592,0.41476768267657,0.188495388433102,0.225522343532069,0.00456961385605828,0.00287535863450194,0.132932634490401,0.0997910690184513,0.0566066156001266,0.000230758916462135,0.00374999353649825,0.00036902605005424,0.00253903580562114,0.0299033352826345,0.00036,0.000600740081483647,0.126718579836574
15,open,open,1,0,-0.452,28.81,28.81,0.0657,0.0657,10.31,0.0980494763455429,0.12,0.779738966820191,1.27677242606543,1.169,9.38091423008712,0.000182290270076994,0.15273525671255,0.381016208925554,0.178916071332891,0.201529001829786,0.00457525858688256,0.00282180908073432,0.129323460790175,0.0999143384545613,0.0555523961475305,0.000214467366622703,0.00353073695740165,0.000365922359734162,0.00232584988913257,0.027256163394735,0.00036,0.000595687562357938,0.125826160361158
16,open,open,1,0,-0.472,28.784,28.784,0.042,0.042,11.722,0.0989475020970989,0.119,0.797896713288952,1.33946830033775,1.17,10.0239930265649,0.000252076921504128,0.156291995808888,0.493662068621905,0.215626991062412,0.277429243655376,0.00488448885656756,0.00302833713799204,0.156188362486088,0.106667298366878,0.0596182730811233,0.000201818980031933,0.00337236164300674,0.000389204203715246,0.00219682392195596,0.0262461821802727,0.00036,0.000633588238606214,0.126058273381328
17,open,open,1,0,-0.518,28.787,28.787,0.0984,0.0984,12.238,0.100143525742741,0.123,0.802992407522166,1.35024751655596,1.17,10.2722795041552,0.000270563957019053,0.157290140316161,0.51271089689686,0.216175585511069,0.295986380090611,0.00500599552365493,0.00310179913693412,0.160822201605094,0.109320756751648,0.0610645048956294,0.00018309816162862,0.00308633970082161,0.000389124634041676,0.00199218790126215,0.023997359923472,0.00036,0.000633458706579473,0.126031494108278
18,ice,ice,1,0,-0.622,29.032,29.032,0.2682,0.2682,11.582,0.106314163517463,0.128,0.76878794783269,1.30064958511162,1.172,11.5243784,0.0002013912071645,0.150590171283331,0.42280331029179,0.209258385815609,0.213443065225838,0.00566397967543727,0.00333809275834432,0.153785244731281,0.123689791854364,0.0657163705917658,0.000134351474722084,0.00233296757427182,0.000414583193941882,0.00141392438525401,0.0169407870897755,0.00036,0.000674902873858878,0.123841910537773
19,open,open,1,0,-0.574,29.024,29.024,0.0821,0.0821,11.67,0.104083227164288,0.118,0.788055172136307,1.34727543614927,1.179,10.4399398618642,0.000256246452908051,0.154364234880732,0.507462634646825,0.232534078655246,0.27474181123751,0.00512958798738148,0.00302817396075497,0.17124811789112,0.112019764691136,0.0596150606431955,0.00017639566778887,0.00307495151998188,0.000410427643607289,0.00185830391245942,0.0223724271064952,0.00036,0.000668138024476983,0.123913487551406
20,ice,ice,1,0,-0.639,29.073,29.073,0.3206,0.3206,10.923,0.107519283142814,0.13,0.755037130915887,1.26677415297679,1.179,11.6692601,0.000163653165386563,0.147896661479198,0.361730874280293,0.189378907261148,0.172356214221982,0.00574328528794365,0.00335603237943529,0.136101061031848,0.125421665071766,0.0660695443569174,0.00011411704438273,0.00204870407382889,0.000405100305963216,0.00119477052592339,0.0147322487246862,0.00036,0.000659465614358723,0.123474994412483
21,ice,ice,1,0,-0.696,29.076,29.076,0.3917,0.3917,9.585,0.108405892017441,0.132,0.732180107579644,1.20986983812568,1.176,11.6798612,0.000105181792537736,0.14341942810303,0.25922978494268,0.14904982987026,0.110259729873315,0.00574909603406995,0.00335732161073483,0.0993676457387387,0.125548559944287,0.0660949251980121,9.92976571913589e-05,0.00180485703401794,0.00038501194521272,0.00103922707558879,0.0129697200727175,0.00036,0.000626763631741638,0.123448141391397
22,ice,ice,1,0,-0.692,29.291,29.291,0.4925,0.4925,10.108,0.117133410003999,0.129,0.738475391152842,1.2165115952584,1.166,12.4396067,0.000118108070113147,0.144652548151592,0.270619423444222,0.153410040211844,0.118110754387746,0.00616833667090557,0.00344139926070249,0.107900992799918,0.134703922441785,0.0677501452304538,7.92254043284915e-05,0.0014637984338442,0.00038715208370576,0.000808673586004109,0.0100687653999665,0.00036,0.000630247578125656,0.121521747898755
23,ice,ice,1,0,-0.643,29.719,29.719,0.4289,0.4289,10.268,0.124135949398395,0.12,0.735932931411511,1.25416362374861,1.153,13.9520303,0.000144457984022729,0.14415453117694,0.338528703899805,0.201455583271741,0.138868218082021,0.00701938113256845,0.0035599364460576,0.133790729028476,0.153289001900737,0.0700837633068923,8.08274749639571e-05,0.00152884671362385,0.00048289597837547,0.00079439610927125,0.0102986082620753,0.00036,0.000786109732239137,0.117675928261232
24,ice,ice,1,0,-0.664,29.884,29.884,0.4599,0.4599,8.633,0.128097920444248,0.135,0.721406973980392,1.20038369282553,1.145,14.5350908,8.90699085027032e-05,0.141309186860899,0.241845997586767,0.160492834214558,0.0836722062174971,0.00735332393233495,0.00358827122521405,0.0888935799635642,0.160581633188507,0.0706415844887712,7.1822597164458e-05,0.00138521811774006,0.000497310910185353,0.000698983143676906,0.00969347835067028,0.00036,0.000809575900301738,0.116189569687384
25,ice,ice,1,0,-0.674,29.97,29.97,0.4796,0.4796,7.134,0.132659712829156,0.144,0.714689556335636,1.16024433223379,1.137,14.838989,5.1343358566847e-05,0.139993379196956,0.169703671885703,0.125636934544284,0.0469369084950382,0.00752867027307204,0.00359920913773106,0.0529479989746065,0.164410840500505,0.070856917004823,6.551807491752e-05,0.0012876002392745,0.000500822688344133,0.000635078131892671,0.0092134521684107,0.00036,0.000815292748467193,0.115414063006288
26,ice,ice,1,0,-0.659,29.912,29.912,0.3382,0.3382,8.166,0.12446933291043,0.133,0.710300633931775,1.20659609808113,1.145,14.6340344,8.33595323995582e-05,0.139133677144641,0.253635878197284,0.175619156734801,0.0799802994340537,0.0074103162885951,0.00359212059101259,0.0877747743135046,0.161826230289319,0.0707173661903815,8.02472740658709e-05,0.00159641053162146,0.000545061792748179,0.000779888029677215,0.0112507481517404,0.00036,0.000887309895171455,0.115937138669053
27,ice,ice,1,0,-0.706,29.946,29.946,0.5303,0.5303,7.303,0.134935152894647,0.128,0.716712160428662,1.15738956078114,1.131,14.7541802,5.2450040861671e-05,0.14038956685529,0.164313388368113,0.120111464115488,0.0472887351657835,0.00747964739623091,0.00359642074829024,0.0535644355183991,0.163340280615045,0.0708020225345033,5.59871268639975e-05,0.00112727875047533,0.000467425170171048,0.000543257136361435,0.00801497073903133,0.00036,0.000760924695627288,0.115630537931529
